id,y_2013,y_2015
2,50,56
3,477,287
4,37,29
5,5,
6,11,9
7,34,19
8,76,70
9,22,45
10,43,79
11,144,103
12,33,8
13,61,80
14,44,52
15,73,84
16,55,57
17,7,16
18,106,75
19,128,84
20,108,115
21,36,16
22,11,27
23,17,11
24,30,37
25,102,93
26,60,68
27,44,55
28,79,46
29,50,55
30,,
31,68,53
32,15,11
33,12,
34,37,23
35,127,78
36,107,85
37,23,33
38,69,79
39,33,47
40,13,22
41,48,36
42,66,25
43,38,37
44,22,20
45,177,138
46,24,25
47,,
48,8,19
49,33,46
50,12,19
51,42,49
52,9,9
53,19,17
54,11,22
55,69,67
56,12,19
57,8,6
58,12,16
59,18,24
60,26,
61,9,10
62,,
64,55,13
65,,
66,13,10
67,,
68,44,70
69,43,27
70,6,7
71,23,12
72,37,40
73,54,54
74,49,36
75,162,110
76,270,177
77,187,129
78,82,68
79,,
80,14,19
81,34,42
82,29,51
83,7,12
84,6,
85,12,14
86,8,5
87,16,21
88,6,8
89,21,22
90,12,17
91,17,27
92,26,31
93,,
94,,5
95,14,25
96,77,46
97,78,72
98,33,53
99,43,47
100,8,
101,,
102,6,18
103,7,
105,188,135
106,,9
107,18,21
108,25,30
109,79,66
110,28,27
111,130,91
112,41,27
113,107,76
114,,
115,403,215
116,97,55
117,104,73
118,43,46
119,11,15
120,6,8
121,10,26
122,,
123,9,10
124,8,9
125,58,40
126,70,56
127,5,5
128,10,19
129,86,56
130,46,57
131,82,77
132,16,24
133,50,19
134,,
135,,
136,98,98
137,24,25
138,,6
139,11,6
140,16,23
141,6,5
142,11,21
143,63,61
144,6,9
145,24,28
146,37,29
147,48,25
148,65,46
149,90,61
150,10,19
151,147,100
152,15,17
153,65,69
154,76,63
155,47,50
156,146,90
157,,12
158,62,42
159,22,12
160,9,7
161,5,10
162,16,22
163,49,19
164,17,16
165,5,
166,15,15
167,,
168,18,13
169,113,113
170,81,63
171,18,15
172,148,113
173,36,31
174,21,20
175,46,51
176,119,105
177,80,55
178,8,17
179,57,48
180,22,14
181,131,109
182,,
183,6,
184,94,61
185,,
186,29,54
187,56,50
188,52,41
189,11,6
190,8,21
191,50,57
192,87,77
193,57,36
194,79,58
195,63,65
196,29,48
197,10,13
198,31,25
199,,
200,9,
201,79,81
202,13,22
203,55,55
204,80,88
205,32,30
206,56,36
207,,
208,63,41
209,127,99
210,41,22
211,26,47
212,6,6
213,50,44
215,22,28
216,26,23
217,41,30
218,41,67
219,57,18
220,19,14
221,13,14
222,63,64
223,12,19
224,44,49
225,10,14
226,23,26
227,28,48
228,10,11
229,158,83
230,,7
231,78,75
232,73,83
233,44,46
234,26,40
235,62,57
236,43,22
237,42,31
238,8,28
240,24,28
241,79,73
242,11,25
243,,
244,17,16
245,5,9
246,21,13
247,,
248,,
249,,
250,27,50
251,81,52
252,26,32
253,60,66
254,,
255,102,83
256,132,109
257,227,195
258,14,28
259,19,37
260,15,23
261,35,46
262,108,93
263,103,79
264,58,51
265,36,38
266,57,67
267,178,141
268,20,20
269,87,81
270,,
271,7,8
272,,
273,58,57
274,,
275,27,21
276,46,56
277,128,91
278,8,6
279,14,32
280,15,11
281,22,24
282,32,18
283,56,56
284,28,25
285,,
286,,
287,5,17
288,46,60
289,73,110
290,,
291,,7
292,5,
293,,5
294,,
295,,
296,67,69
297,13,10
298,5,
299,98,80
300,13,
301,63,59
302,63,70
303,13,16
304,,
305,15,11
306,,
307,23,31
308,91,57
309,70,58
310,83,105
311,12,8
312,5,10
313,29,24
314,32,33
315,29,32
316,14,15
317,7,13
318,48,46
319,35,37
320,47,50
321,,
322,10,14
323,20,28
324,27,23
325,33,29
326,,
327,9,
328,9,21
329,10,23
330,28,35
331,7,6
332,80,70
333,44,43
334,,
335,159,123
336,151,121
337,45,41
338,,
339,15,19
340,292,175
341,32,46
342,18,62
343,66,49
344,87,86
345,12,18
346,10,7
347,,5
348,49,59
349,18,12
350,42,39
351,52,36
352,57,71
353,112,88
354,21,10
355,30,33
356,169,166
357,97,48
358,98,71
359,132,98
360,116,101
361,5,5
362,11,26
363,14,16
364,137,70
365,16,24
366,15,10
367,146,136
368,58,58
369,,8
370,13,5
371,16,19
372,375,414
373,103,101
374,22,16
375,80,70
376,108,103
377,114,130
378,249,217
379,133,117
380,155,160
381,104,107
382,22,37
383,70,96
384,103,55
385,28,26
386,41,59
387,9,15
388,34,50
389,64,82
390,39,50
391,93,86
392,516,279
393,236,223
394,55,54
395,52,59
396,59,55
397,22,28
398,81,39
399,81,74
400,70,60
401,47,39
402,24,24
403,69,56
404,51,52
405,158,147
406,72,59
407,24,43
408,97,72
409,134,109
410,95,31
411,67,63
412,16,14
413,132,94
416,17,21
417,49,63
418,109,90
419,82,80
420,109,107
421,104,90
422,37,38
423,35,48
424,63,51
425,22,25
426,29,36
428,44,43
430,122,68
431,24,21
432,62,67
433,28,26
434,179,127
435,19,22
436,20,31
437,239,169
438,266,182
442,32,42
443,43,44
444,50,64
445,88,86
446,64,69
447,124,122
448,160,77
449,121,91
450,146,134
451,231,192
452,72,56
453,26,34
454,26,23
455,46,55
456,17,15
457,21,31
458,32,31
459,47,58
460,56,56
462,94,69
463,19,23
464,176,146
465,19,13
466,67,82
467,74,85
468,,
469,72,55
470,100,41
471,70,55
472,48,43
473,66,45
474,77,49
475,62,47
