id,y_2010
2,53.5
3,75.5
4,96.0
5,45.0
6,51.3
7,88.9
8,86.4
9,50.0
10,44.4
11,94.6
12,58.4
13,44.9
14,57.3
15,79.3
16,56.1
17,52.1
18,92.7
19,84.1
20,89.5
21,50.9
22,15.4
23,51.3
24,52.6
25,92.4
26,80.5
27,64.8
28,100.0
29,85.3
30,33.9
31,95.7
32,
33,50.0
34,58.1
35,65.9
36,77.8
37,34.5
38,70.9
39,64.2
40,46.8
41,81.3
42,91.8
43,80.9
44,75.0
45,69.4
46,52.2
47,100.0
48,58.0
49,64.5
50,47.7
51,30.0
52,46.4
53,46.7
54,49.4
55,77.5
56,85.7
57,48.9
58,44.8
59,46.9
60,47.8
61,41.4
62,
63,
64,51.1
65,78.6
66,77.3
67,44.4
68,61.1
69,95.0
70,51.7
71,47.4
72,72.2
73,62.7
74,77.3
75,96.2
76,85.1
77,64.5
78,70.3
79,38.9
80,50.0
81,84.6
82,74.7
83,56.0
84,76.5
85,39.1
86,46.2
87,36.6
88,50.0
89,59.2
90,56.3
91,51.0
92,47.1
93,58.1
94,68.3
95,66.7
96,60.4
97,73.5
98,65.1
99,92.3
100,49.2
101,62.3
102,52.1
103,51.3
104,69.2
105,47.6
106,33.3
107,53.9
108,72.9
109,74.2
110,82.2
111,66.1
112,49.1
113,61.6
114,40.6
115,94.2
116,38.1
117,55.6
118,95.8
119,70.5
120,50.0
121,50.0
122,
123,53.9
124,39.8
125,54.8
126,
127,59.5
128,51.7
129,100.0
130,86.5
131,71.2
132,87.5
133,95.0
134,60.7
135,31.3
136,73.8
137,55.1
138,41.7
139,36.1
140,53.9
141,46.9
142,72.6
143,94.1
144,56.8
145,60.5
146,55.6
147,59.7
148,97.7
149,87.5
150,57.3
151,90.8
152,52.5
153,75.6
154,67.8
155,56.9
156,57.9
157,46.0
158,46.8
159,45.0
160,52.2
161,58.9
162,50.0
163,52.9
164,48.2
165,48.0
166,47.5
167,63.9
168,52.7
169,88.5
170,91.5
171,87.1
172,94.6
173,46.3
174,60.0
175,81.4
176,89.1
177,93.2
178,79.3
179,90.2
180,50.0
181,90.0
182,33.3
183,53.3
184,76.5
185,69.8
186,58.6
187,90.9
188,80.3
189,81.8
190,62.8
191,74.7
192,74.2
193,81.6
194,92.9
195,72.6
196,51.2
197,52.8
198,65.0
199,50.8
200,33.3
201,83.6
202,52.0
203,66.2
204,94.3
205,97.0
206,96.4
207,78.6
208,95.7
209,58.3
210,81.3
211,57.1
212,46.6
213,97.0
215,100.0
216,91.3
217,96.0
218,70.1
219,57.9
220,69.2
221,69.9
222,92.0
223,49.4
224,75.4
225,76.7
226,55.0
227,71.5
228,72.4
229,58.8
230,36.6
231,74.3
232,65.6
233,82.4
234,63.1
235,86.4
236,100.0
237,56.7
238,56.5
240,46.5
241,91.3
242,58.7
243,
244,68.6
245,47.8
246,54.8
247,35.5
248,44.3
249,49.3
250,60.3
251,75.0
252,69.0
253,90.9
254,
255,95.2
256,87.0
257,88.6
258,51.0
259,56.1
260,50.0
261,74.7
262,86.4
263,91.1
264,55.6
265,68.3
266,77.9
267,76.3
268,63.8
269,87.7
270,52.3
271,47.2
272,57.5
273,61.3
274,63.0
275,64.8
276,68.3
277,75.4
278,64.1
279,64.7
280,42.4
281,54.6
282,43.7
283,61.8
284,94.3
285,
286,60.0
287,74.5
288,88.9
289,76.6
290,53.1
291,48.4
292,41.3
293,44.7
294,38.3
295,33.3
296,78.6
297,86.7
298,70.7
299,67.1
300,65.2
301,64.0
302,84.8
303,50.0
304,42.3
305,37.9
306,37.9
307,51.0
308,93.9
309,89.7
310,90.3
311,50.0
312,57.8
313,64.7
314,50.0
315,33.3
316,48.4
317,35.3
318,85.0
319,55.0
320,89.5
321,32.4
322,35.4
323,50.8
324,65.7
325,54.7
326,33.3
327,52.3
328,56.5
329,63.9
330,55.4
331,88.2
332,71.7
333,60.4
334,75.0
335,92.1
336,66.3
337,82.7
338,30.4
339,
340,36.4
341,48.2
342,46.2
343,52.4
344,20.0
345,61.5
346,51.6
347,52.9
348,54.6
349,58.9
350,89.5
351,90.9
352,81.3
353,94.1
354,76.2
355,90.9
356,95.3
357,80.0
358,92.6
359,96.4
360,59.1
361,41.9
362,47.5
363,38.3
364,95.7
365,50.0
366,33.3
367,94.0
368,67.4
369,36.1
370,31.3
371,50.6
372,82.8
373,97.5
374,40.7
375,100.0
376,68.8
377,70.5
378,82.3
379,94.8
380,97.9
381,48.2
382,53.7
383,49.2
384,62.5
385,44.7
386,37.5
387,43.9
388,58.7
389,63.5
390,55.9
391,77.1
392,97.6
393,74.6
394,72.1
395,69.2
396,85.3
397,71.4
398,66.7
399,83.3
400,92.9
401,87.9
402,88.6
403,91.7
404,64.9
405,73.3
406,92.6
407,89.1
408,88.3
409,91.8
410,77.8
411,61.4
412,95.0
413,96.6
416,76.0
417,86.1
418,89.3
419,91.5
420,82.4
421,76.7
422,55.7
423,95.5
424,75.0
425,95.2
426,76.7
428,70.5
430,61.0
431,67.6
432,90.7
433,94.6
434,85.7
435,81.8
436,74.2
437,68.4
438,90.9
442,61.0
443,84.8
444,71.6
445,86.7
446,67.3
447,80.3
448,78.9
449,95.5
450,78.0
451,93.0
452,87.8
453,61.5
454,80.0
455,89.0
456,45.5
457,93.3
458,86.5
459,82.0
460,84.9
462,72.7
463,79.3
464,95.2
465,82.5
466,82.9
467,86.6
468,
469,93.4
470,88.2
471,86.5
472,87.9
473,75.0
474,88.1
475,95.2
