id	p1	median_age	area	developed_land	residential_density	land_use_proximity	age_death	singlefamily_property_value	year_built	commercial_permits	commercial_year_built	gas_consumption	heated_sqft	commute_time	drive_alone	dropout_rate	change_residential_property_value	impervious_surface	unexcused_absences	transit_proximity	rental_units	foodstamps	foreclosures	employed_6_months	median_household_income	grocery_stores	medicaid	housing_units	part_time	new_building_permits	structures_in_floodplain	water_consumption	fire_calls	births_to_adolescents	growth_3_5	growth_6_8	growth_9_12	proficient_9_12	proficient_6_8	proficient_3_5	residential_reno_permits	north_carolina_health_choice	tree_canopy	bicycle_friendly	energy_consumption	adopt_a_stream	commercial_building_sqft	street_connectivity	juvenile_incidents	streets_adopted	nuisance_violations	animal_control	residents_on_committees	neighborhood_organizations	code_violations	near_public_outdoor_recreation	near_medicaid_or_free_clinic	property_crime	residential_recycling	sidewalks	violent_crime	registered_voters	voter_participation	white	black	asian	group_population	other_population	neighborhood_schools	owner_occupied	near_drugstore	public_transit	residential_vacant	no_highschool_diploma	rent	private_schools	grants	commercial_code_violations	commercial_property_value_change	preschool_programs	school_aged_programs	subsidized_housing	zoning_violations	waste_generation	residential_vacant_rate	residential_tree_canopy	hispanic
319	2989	39	721	93.8	1.4		72	114593	1982	900	1992	49	1523	20.8	76.4	5.1	1.9	22.3	11.5	76.4	18	13.8	1.2	6	51431	7.2	13.6	1015	47.7		70	7.2	0.016	10.8	52.3	52.4	57.4	67.4	64.6	55	11	7.5	30.6	1.5	1291	1	1783021	1.2	467	0	290	249	0	1	6	76.7	0	1773	68	17.4	100	77.5	35.4	49.1	26	7.7	2.8	14	51.7	82.4	8.1	32	4	15.3	948	6.2				6	6	5.4		37.3	2.7	37.5	28.3
320	945	43	264	99.2	1.8		73	295438	1965		1972	60	2041	41.2	68.3	0	5.6	24.2	1	100	15.1	3.9	1.7	3	62841	51.2	5.7	475	40.7	3		6.2	0.03	0	50	68.4	53.9	100	84.2	89.5	19		65.4	1.7	1082	0	151634	1.2	1796	0.06	48	36	1	1	1	100	64.2	3704	69.9	59.5	0	94	52.1	90.4	4.4	2.3	0.6	1.2	83.7	84.5	59.4	140	12	0	698	41.5				0	2	0		47.1	15.4	79.8	4.3
321	1121	34	217	81.8	2.2		67	50961	1968		1977	60	1130	32.4	52.2	11.6	0.3	14.3	20.4	100	38	50.1	1.2	10.4	17571		31	481	75.9			5.3	0.026	18.8	66.7	75.6	56	47.2	25.5	32.4	2	13.3	51	1.6	917	0	160259	1.2	784	0	222	121	0	2	13	100	0	5977	43.2	49.9	1784	71.2	33.1	2.9	90.6	4.5	0	1.5	64.5	42.2	3.1	51	79	34.7	750	0				3	3	10.4		17.9	7.7	49.4	3.3
322	1217	39	204	92.6	2.1		59	116900	1987			55	1565	34	73.7	3.5	-0.2	15.6	11	79.6	19.7	21.1	1.9	9.6	36667		17.7	426	70.1			7	0.008	5.7	40	65.9	63.6	82.1	47.1	35.4	5	12.5	55.6	1.6	1050	0	74	1	312	0	140	101	0	0	6	2.6	0	1726	54.3	21.5	247	76.3	44	35.1	44	3.6	0.7	13.3	45.7	76.7	0	2	11	19.6	1212	26.8				2	2	1.9		36.8	4.9	54.2	23.5
323	2518	36	585	96.2	1.6		62	101536	1979		1984	53	1522	60.3	84.9	5.6	-0.1	21.5	11.8	99.4	19.3	29.3	1.1	1.4	50844	41.9	23.7	891	36.5			6.9	0.016	6.8	55	66.7	48	63.2	66.2	50.8	14	7.3	48.8	1.5	1185	0	713562	1.1	1325	0	231	273	0	0	8	83.1	0	8102	50.6	44.3	596	76.1	42.8	30.3	49.7	2.7	0.2	12	72.8	69.3	28.8	88	18	13.4	969	2.7				9	9	8.3		43.5	7.7	59.4	23.5
324	1635	35	1372	67.1	0.4		71	235994	1988		1995	67	2765	51.5	78.8	1.8	1.1	5.8	7.5		9.2	3.4	1.5	3.9	65638		4	591	49			10.1	0.017	0	55	58.3	63.6	92	69	65.7	5	1.5	66.4	1.2	1609	0	78412	1.1	378	0	54	80	2	1	2	14.2	0	1835	70.5	9.2	0	95.2	52	67.5	22.2	4.4	0	3.2	67.8	91.7	0	0	65	7.6		18.7				0	1	0.3		33.4	4.8	68.4	6.7
325	2565	36	617	91.4	1.9		63	113048	1972		1976	57	1842	32.4	85.6	3	0	13.7	12.2	77.8	18.1	20.1	1.5	6.8	46557	61.5	15.7	1118	40.7			6.6	0.007	1.7	56.4	59.8	56.1	70.7	47.9	54.7	15	5.3	63.3	1.5	1242	0	15506	1.2	602	0	267	141	1	5	3	43.8	67.7	1793	57.3	16.4	507	76.3	52.1	36.8	49.7	3.2	0.3	7.1	64.9	69.5	29.9	0	64	9.4	907	14.2				4	4	6.7		35.7	7.6	68.4	13.2
326	935	38	152	95.4	2.7		64	71216	1948		1960	53	1039	33.9	77.5	17.8	2.2	17.1	19.6	100	41.5	53.2	0.4	0	40591		34.5	413	49.1		4	5	0.034	15	53.6	30.4	73.3	68.2	59.4	33.3		4.5	51.7	1.8	1093	53.8	26313	1.3	3082	1.68	71	107	0	1	13	100	0	8770	45.5	72.9	1390	89.3	29	3.6	92.7	0.2	0	0.2	76.8	35.2	0	256	16	16.3	678	5.7				0	0	3.6		40.7	6.8	62.3	3
327	1658	26	230	85.1	2.7		53	72486	1966	3600	1985	53	1238	77.7	77.7	3.5	-1.7	20.9	13.5	100	25.4	44.1	1.5	16	30560	38.8	31.3	627	61.7			5.7	0.034	20	68.4	50	64.3	65.8	50.9	52.3	3	5.8	54.1	1.7	1221	0	164394	1.2	1385	0	144	164	0	2	6	56.6	22.2	4403	49.5	25.9	1267	56.8	37.5	11.6	67.7	3.2	0	11.8	52	42.7	47.2	31	2	36.2	708	0				2	2	42.4		38.5	6.2	60.3	17.4
328	1043	38	735	79.4	0.5		76	114994	1973		1981	62	1699	18	75.2	2.2	-0.1	18.4	4.5	83	25.9	19.2	0.8	3.8	54659	60.7	22.1	382	36.6			5.7	0.043	3.7	50	50	40	70.4	50	56.5	8	8.3	50.5	1.6	1089	0	886624	1.3	1852	0	104	58	0	2	3	7.6	0	11889	51.2	19.6	2205	76.2	44.4	39.4	48.1	4	13	6.3	63.1	78.4	49	27	22	13.7		54.3				2	1	0.8		28.7	9.2	68.4	10
329	1895	42	472	88.7	1.6		69	117041	1995		1966	46	1853	39.5	82.9	3.9	-1.3	10.9	12.3	79.1	20.1	20.9	2.2	6.8	63542	5.5	15	761	49.8			6	0.021	1.9	59.1	55	50	48.7	58.3	63.9	6	16.7	59.7	1.4	1009	0	44096	1	3704	1.63	190	96	0	0	3	28.6	0	4169	52.1	52.6	106	77.7	43.8	19.8	69.5	3.6	0	4.6	69	75.4	29.6	74	13	9.4	1170	0				1	1	2.5		29.2	6.6	51.9	7.9
330	1988	27	625	88.1	1.2		70	96216	1994		1972	54	1605	34	81.1	1.7	-2.9	8.7	8.5	5.1	21.5	23.8	2.3	20.6	52164		16.9	741	41.5			5.7	0.015	9.6	53.5	59	44	57.6	51.7	55.4	3	6.6	54.4	1.4	1039	0	106921	1	0	0.95	112	115	0	0	3	66.7	0	2918	50.2	23.1	151	75.4	40.8	30.9	59.3	1.7	0	4.6	71.9	77.6	0	0	65	5.5	1523	23.1				1	1	1.9		24.9	8.8	54.1	8.8
331	725	31	1304	57.5	0.5		59	121083	1980	10000	1988	54	1833	26.3	78.3	0	0.1	15.9	11.6	95.7	24.8	26.5	2.4	12.8	44107	2.4	16	696	48.7			6.9	0.204	0	92.3	46.7	58.3	60.9	55.6	88.2		16	46.2	1.3	1001	0	2110952	1.2	161333	0.55	49	65	0	3	1	11.5	78.3	57931	56.2	24.4	1655	82.5	45.5	34.6	46.9	6.6	0	7.3	72.9	41.9	34.9	330	1	8	844	43				1	3	0.1		33.2	6.4	51.3	11.4
332	1368	31	597	66.3	1		82	126798	1997		2003	51	1963	23.8	89.3	1.6	-1.7	6.4	13.5	63.3	21.3	21.6	2.7	0	51549		17	602	26.3	12	4	5.8	0.025	6.4	58.3	54.6	38.1	57.6	45.8	71.7		4.2	42.5	1.2	1172	0	57675	1.2	0	0	56	71	1	1	2	25.4	0	2339	37.5	41.4	292	77.9	42.3	46.4	46.6	3.1	0	2.2	79.1	79.5	0	8	134	3.7	865	4.1				0	0	1		30.8	13.6	42.2	5.7
333	2813	37	623	78.7	1.6		69	93151	1980		1989	53	1498	31.6	75.9	2.9	-0.2	14.1	15.6	11.7	18.3	23.9	1.6	15.2	51938		19.3	1022	45.9	3	4	6.4	0.015	7.5	67.2	60.4	62.5	57.1	48.3	60.4	9	11.2	59	1.6	1141	0	57621	1.2	1342	0.51	224	174	0	0	9	92.6	0	3342	56.8	23.8	391	71.9	43.5	34.8	46.9	9.3	0	5.5	75.1	83.7	0.5	0	33	19.4	1274	0				7	7	2.3		29	5.7	60.3	10.8
334	725	30	400	100	0.9					178002	1993			10.2	74.9	0		42.9	9.6	100		4.7		0	78958		3.7	360	53.9				0.029	0	60	77.8			55.6	75			35.8	1.2	804	0	2232438	1.2	2500	0	5	3	0	0	0	100	0	1931		53	138	18.5	20.4	18.5	22.1	52.4	0	2.8	69.8	0	0	78		2.6	952	0				2	0	0			3.4	6.5	4
335	2951	36	864	85.4	1.2		74	251549	2001	11619	2004	57	2816	41.1	87.2	2	1	12.7	4.1		8.4	3.9	1.4	12.6	77000	34.3	4	1035	49.9	1		8.2	0.011	0	50	63.2	75.9	89.5	92.6	92.1	15	2.4	47.5	1.5	1287	0	217435	1.2		0	46	42	2	0	1	6	19.5	1084	76.9	81.8		79.1	48	77.8	9	9.4	0	1.3	93.2	90.5	56.4	0	49	5.7	867	8.3				1	0	0		34.7	6	46.4	7.1
336	3350	31	1522	58	1.1		72	189403	1999	1488	1991	63	2523	27.3	86.6	0	-0.1	6	6	43.6	12.2	11.4	1.9	10.5	64417		7.9	1631	49.6	47	3	7	0.011	2.9	49.2	64	54.6	71.4	67.1	66.3	6	4.8	60.9	1.4	1096	0	208818	1.3	410	0	64	101	1	1	1	42.9	0	2507	59.9	42.8	60	66.8	45.4	41.1	45.2	7	0	3.2	83	62.5	43.5	0	129	1.8	1213	4.8				3	3	0.2		22.4	7.2	50.7	7.7
337	1837	35	825	79.7	1		66	217460	1998		1982	50	2823	39.9	81.8	0	-0.4	8.5	6.6		13.2	5.7	0.9	7.2	109375		4	706	38.4		91	7.3	0.009	0	65.4	60	57.1	76.3	80	82.7	10	2	46	1.2	1370	0	25840	1.2	0	0	20	70	1	3	1	20.5	0	1034	74.6	5.7	54	80.5	46.7	71.7	19	5.3	0	1.4	79.5	87.3	0	0	112	4.8		34.6				0	0	0.3		37.8	6.5	51.1	3.3
338	1141	42	153	87.7	6.9		65			3300	1966			42.9	40.2	8.7		43.8	32.6	100		41.5		6.3	17958	44	20.2	1053	66.8			4	0.035	10.8	36.4	52.2	57.1	37.5	37.5	30.4	1	4.3	7.6	1.5	993	0	1022798	1.3	610	0	38	64	0	2	5	100	0	5960	28.2	68.1	876	51.2	30	31.3	63.2	1.8	0	1	79.1	0.1	82.6	162		33.7	556	0				0	0	0.1		6.8	36	2.3	2.9
339	666	29	254	82	3.5			236682	1936	7539	1958	23	1251	12	36.3		2.7	35.4	11.1	100	42.3	7.5	5.1	28.3	41995		3.9	889	35.7			4.5	0.084	0									13.7	1.5	715	15.9	1582706	1.5		0.39	60	20	0	0	0	72.1	0	11411		51.6	1351	55.2	29.4	75.4	15.6	6.9	0	0.6	44.4	29.4	100	409	1	7	1099					0	0	0.2		36.3	38.3	24.1	5
340	5621	33	376	92.2	10.4		64	258503	1923	42063	1966	53	2420	10.1	45.5	4.6	0.1	32.4	19	100	11.1	17.6	1.2	10.1	72393	98.2	8.1	3106	37.5	2		6.1	0.036	1.3	30.4	47.1	60	45.5	57.9	36.4	13		24.9	1.8	930	70.1	6520267	1.5	9804	8.39	94	74	7	2	5	100	50.2	6440	57.8	75.1	801	50.4	34.9	67.9	25.5	3.6	21.4	1	66.1	37.4	100	1199	7	4.5	1071	28.3				3	3	13.5		33.6	12.1	24	3.3
341	4182	34	369	94.3	4.3		75	220804	1995	160814	1973	41	2089	16.3	69.9	3.6	1	43.2	16	100	33.3	16.4	1.5	18.2	43186	72.7	12.7	1816	43		3	5.7	0.06	5.4	85.7	88.9	42.9	75	50	48.2		5.2	13.9	1.9	875	41.4	7063324	1.7	3145	6.08	45	103	3	2	4	100	61.6	7461	71.9	73.4	1267	32.8	39.6	42.8	51.8	3.3	35.7	0.7	44	20.9	51.4	3308	1	12	732	11.5				0	1	43.7		25.7	11.4	7.8	5.3
342	443	15	281	97.9	1.3		72	651012	1900	259588	1979	4	3138	19.1	39.5	0	1.6	47.5	20.7	100		1.6	1.1	10.5	64118	17.9	3.2	300	44.2	2	1		0.695	0	50	66.7	28.6	25	44.4	46.2			9	2.2	1003	100	12437716	1.9		1.36	15	55	1	1	0	100	100	77201		62.5	9707	41.7	40.6	77.4	12.2	8.8	0	0.2	64.4	15.6	100	24400		0	1212					0	0	0			10.3	4.4	2.9
343	1290	34	260	94	3.6		65	206385	1939	21211	1964	47	1418	24.7	68.8	11.1	10.4	23.1	20	100	29.2	15.1	0.5	8.9	45107	52.8	10.2	931	47.7	20		4.4	0.036	9.5	46.2	60		50	43.8	52.4	16	2.9	57	1.7	1394	0	245136	1.4	0	1.17	197	119	2	0	9	100	42.6	8915	52.8	72.6	1085	72.8	41.6	76.1	15.8	3.8	0	1.5	38.2	55.7	47.8	147	59	10.9	830	0				2	3	18.4		45.8	14	67.7	5.2
344	1317	36	262	82.9	2.8		64	130622	1953	3001	1971	31	1171	22.6	81.7	0	1	19.5	15.1	100	44.7	24.1	1	10.4	56050	75.9	16.7	727	40.4	65		4.6	0.026	3.9	45	61.1	57.1	55.6	43.5	20	4	6.8	38.3	1.5	909	0	499573	1.3	1053	0	182	139	1	0	13	100	31.1	6910	37.2	54.6	532	69.6	31.5	49.5	40.8	1.7	0	5.1	58.4	64.1	27	78	46	15.4	1032	0				2	2	1.4		34.2	12.6	58.5	9.3
345	872	49	673	70.7	0.6		75	120663	1975		1978	50	1588	34.3	93	0	-0.9	8.4	5.4	51.9	21.3	17.8	2.2	0	60076		14.2	378	48.4		1	5.8	0.015	7.7	42.9	58.3	80	71.4	71.4	61.5	7	45	57.8	1.3	1265	0	98418	1.3	10000	0	99	63	0	2	2	100	0.3	4358	53.5	14.3	459	72.6	46.9	68.3	25.9	2.2	0.7	0.7	76.7	78.7	50	7	59	16.2		0				1	2	2.9		32.3	8	56.8	6
346	2514	36	730	91.4	1.4		63	77403	1963		1974	55	1337	29.7	72.6	6	-1.3	26.6	19.5	100	27.8	42.6	2.4	12.4	40921		28	1056	54.6			6.1	0.035	17.9	67.1	55.8	56.4	67.2	34.8	51.6	6	11.7	46.8	1.4	921	0	2757207	1.2	2550	0.88	215	208	0	1	15	80.4	0	6683	45.6	12.2	756	63.3	38.2	20.9	60.1	8.9	0	5.3	73	48.1	0	104	34	18.3	717	0				4	4	7.3		31.9	13	60.6	8.2
347	590	30	140	80.8	2		61	130549	1953		1957	48	1304	6.1	87.5	6.9	6.1	25	32.6	100	36.8	48.5	1.7	0	30714		35.1	278	64.1			5.4	0.107	12.5	61.5	52.6	60	47.1	40.9	52.9	6	4.5	37.3	1.8	987	33.7	413716	1.2	3933	0	137	83	1	0	11	100	100	8305	43	73.6	1356	99.9	33	11	83.1	0.5	0	0.8	53.7	46.2	0	216	45	9.8	648	0				1	2	22.3		28.2	13.8	52.5	3.7
348	3083	38	1598	79.6	0.8		76	124597	1978	1000	1964	52	1787	42.5	77.9	0.9	-0.8	9.6	6.2	59.7	14.3	13.9	1.4	8.9	49437		9.9	1285	49.5		43	5.9	0.022	3.3	51.4	62.5	48.7	74	57.1	54.6	12	6.6	55	1.4	1210	0	115169	1.2	4893	0	194	117	1	1	0	76.6	0.3	3503	53.6	12.6	97	82.8	50.2	59.6	33.7	1.9	0	2.3	70.5	85.8	22.4	10	88	10.9	1120	5.5				2	3	1.6		35.5	4.8	56.3	4.7
349	1928	31	297	96.9	2.7		75	697038	1975		1973	83	3589	21.9	67.3	1.1	2.7	20.5	10.6	99.7	4.9	9.3		5	61836	78.1	7.2	789	52		8	12.4	0.013	2	46.9	75.9	63.3	78.4	69.6	58.9	13	3.7	72.1	1.4	1576	69.5	8517	1.2	0	0	4	24	0	0	2	83.7	0	1452	76.9	24.2	156	64.9	51.5	64.8	16.5	13	0	2.8	86.1	34.3	75.5	8	4	17.5	916	34.5				0	0	0		46.1	5.8	72.1	9.5
350	1474	41	312	99.8	2.4		79	296076	1970	840	1976	59	2494	8	92.4	1.6	3.7	24	6.2	66.6	7	2.5	0.6	3.9	63578		1.6	757	41.1		12	9	0.015	0	67.9	73.3	76.2	93.6	87.9	89.5	23	3.8	55.7	1.4	1078	37.9	40598	1.2	0	0	14	30	0	1	1	63.8	4.9	1085	74.8	39.2	136	82.2	58	88.9	4.4	2.2	0	2.2	92.2	60.3	4.8	0	1	0	964	49.7				0	0	0		47.8	5.9	65.6	7.3
351	1010	40	202	89.3	2		69	306149	1989			63	2671	69.7	67	1.8	2.5	15.8	7.4	100	5.8	9.8		3.7	95156	43	8.7	395	42.4	4	9	9.6	0.021	3.6	47.6	70.6	42.9	84.4	80	90.9	14	7.3	54.3	1.6	1215	20.9	2674	1.1	667	0	45	38	0	2	1	88.1	0	693	69.2	50.5	99	89.3	51.2	73.9	15.6	6.7	0.6	1.5	90.9	71.5	50.9	5	58	1.9		60				0	0	14.7		48.2	5.9	57.4	4
352	2379	33	260	98	4.5		64	249658	1995		1995	50	2733	55.1	78	1.5	1.8	29.5	7	34.2	3.4	3.7	0.2	6.7	57045	12.8	4	1142	46.1			10.2	0.005	1.2	72.9	79	59.5	90.2	80.9	81.3	12	5.6	39.7	1.2	918	0	21139	1.1	2237	0	2	75	0	1	1	78.7	0	1429	83	59.4	84	57.3	43.1	71.6	14	8.2	0	3	95.9	32.8	0	0		4	944	18.7				1	0	0.1		41.8	3.2	33.4	8.2
353	2405	40	689	97.7	1.4		75	288676	1975		1997	66	2369	39.6	77.1	1	4.1	16	4.8	90.8	7.3	2.9	0.8	8.3	107250	12.7	3.7	968	41.4	8	64	8.1	0.014	1.7	70.9	65.9	61.3	94.9	89.2	94.1	31	3	62.3	1.5	1342	38.3	88256	1.2	576	0	37	70	1	2	2	93.3	0	1913	73.7	53.4	42	99.8	51.7	91.8	3.1	2.7	0	0.6	91.7	92.9	12.9	2	46	4	1216	7.3				0	1	0		47.4	4.2	68.4	2.4
354	1937	27	256	98.4	4		69	128309	1981		1999	29	1771	36.6	96.2	5.7	1.4	28.1	11.5	100	6.6	5.4	1.9	0	50019	48.9	4	1012	40.2		3	7	0.008	2.4	50	66.7	55.6	71.4	70.8	76.2	1	2.4	36	1.4	992	65	378036	1.2	0	0	11	38	0	2	1	100	72.8	1394	58.5	36.8	52	49.9	35.5	75.1	11.9	5.6	0	3.7	85.9	19.9	50.2	10	1	2.3	865	0				2	1	0		24.1	4.6	37.2	11.5
355	1894	34	634	97.8	1.7		60	226937	1999	67111	2002	49	2254	38.5	82.5	0	0.8	27.9	4.6	34.7	14.6	3.3	0.4	11.8	69531		3	1049	33.2		20	8	0.023	0	65.7	79	62.5	84.6	80	90.9	2	2.8	32.6	1.3	936	27.1	2652051	1.2	1181	1.18	6	29	0	0	0	100	27.2	898	70.1	65	106	46.4	36.4	58.4	12.5	22	0	3.7	91.9	24.2	0	42	1	0	992	24.5				3	2	0		37.1	8	31.1	9
356	4416	36	988	93.5	1.9		74	445687	1998		1996	78	4371	37.3	79.7	1.8	0	20.8	2	53.1	5.6	1.4	0.5	9.5	119844	53.5	1.1	1876	41	1		19.4	0.016	0	78	81	63.2	96	93.2	95.3	32	0.6	25.9	1.4	1543	0	615380	1.1	211	0	5	66	1	4	1	24.7	59.3	1064	75.9	67.7	68	83.9	47.4	80.9	7.2	8.7	0	1.2	96.4	73.7	63.2	0	16	0.5	1119	42.8				0	0	0.1		34.4	7.1	27.8	3.8
357	2139	44	346	96.8	4.1		82	216591	1970		1968	53	1775	18.3	78.1	0	4.1	28.4	10.9	99.1	13	7.6	0.2	3.9	51002	36.4	5.7	1402	47.6	108		5.8	0.022	3.8	58.8	51.7	66.7	76.7	60.6	80	46		37.8	1.7	942	0	173922	1.2	1205	1.36	187	81	0	2	1	99.1	16.2	1590	65.7	30.1	187	82.8	48.6	82	10.2	2.4	5.3	3.2	67.5	69.8	34	34	14	11.3	598	21.1				4	3	0.6		45.9	6.2	41.9	5.5
358	3051	38	823	98.1	1.8		77	343117	1965	65313	1991	71	2601	23	72.7	0	1.6	36.3	2.8	100	7.2	1.4	1.2	2.1	87976	57.2	1.8	1168	46.4	2	13	8.5	0.037	2.9	64.8	61.3	69.7	96.2	94.1	92.6	38	0.7	32.7	1.7	1152	35.1	7756728	1.2	6188	1.11	26	111	4	3	2	57.8	22.2	11931	77.6	48.2	229	78.8	54.4	90.8	3.8	2.6	2.8	0.9	88.5	52	56.1	201	13	1.9	1183	26.5				0	2	0		48	11	46.6	3.6
359	2129	56	416	95.4	2.5		84	401020	1971		1993	63	2309	17.5	74.2	0	6	21.4	5.3	100	9.5	1	0.5	8.7	72545		1.5	1055	43.7	2		7.3	0.019	0	55.6	66	52.9	95.5	91.7	96.4	26		49.6	1.4	1151	0	1238	1.2	0	0	22	65	3	1	0	27.3	0	1268	74.1	32	0	94.8	59.5	95.1	1.6	1.9	2.5	0.3	88.9	94.6	0	12	25	4.1		35.8				1	0	0		45.8	7.8	53.7	2.4
360	3956	35	1426	69.1	1		64	130369	1995		1998	56	1745	49.6	82.2	2	-0.7	7.1	7.4		13.4	14	2.5	2	60813	14.7	11.4	1431	38	3	45		0.012	7.9	60	72.8	55.5	71.7	67.6	59.1	6	8.2	55.3	1.1	1108	0	64453	1.1	290	0	277	195	0	1	3	83.6	0	1593	41.9	43.6	25	73.1	46.9	42.3	45.1	2.8	0	5.7	75.8	86.3	0	0	204	9.2	1420	11.9				4	3	0.9		30.1	5.5	48.8	12.6
361	994	39	495	74.4	0.9		62	76565	1946	13398	1960	46	1082	36.1	58	13.5	1.6	22.2	21.6	100	58	51.8	1.9	2.5	23686	45.4	34.3	456	58.7		23	5.5	0.059	14.3	50	58.6	71.4	43.8	31.4	41.9	5	6.4	43.8	1.7	1028	1.9	1667405	1.5	2146	0	357	163	0	2	16	100	23.5	15594	34.7	45.2	3823	67.7	31.9	11.7	84	1.3	0	0.9	68.6	36.4	29.2	136	29	57.1	574	0				2	2	4.8		49.7	13.8	73.1	2.4
362	2875	35	820	97.4	1.6		64	71176	1963		1983	64	1208	18.4	62.2	3.5	-1.4	20.7	21.1	100	28.8	49.1	1.6	14.4	29341		32	1314	60		59	5.8	0.037	11.9	57.1	56.1	59	54.4	44.8	47.5	8	5.8	48.6	1.8	971	19.3	1917846	1.3	615	5.42	189	187	0	1	19	100	0	5878	52.9	31.7	278	93.6	41.8	4.1	90.7	0.1	0	2.7	50.3	47.4	0	301	6	27.4	790	10.5				4	5	45.1		38.3	13.1	50.9	5.8
363	2340	39	1361	77.1	0.8		65	50897	1959		1969	46	972	24.7	51.1	7.8	-2.9	25.6	19	100	53.8	52.2	0.7	13.7	17039	34.6	35.8	1120	71.1			4.4	0.042	7	48	63.5	76.7	55.9	34.6	38.3	19	5.3	39.3	1.4	944	0	5339640	1.3	4596	1.11	609	360	1	3	32	99.8	0	11453	31.6	30.1	2308	66	38.5	4.8	86.8	3.6	8.6	3.3	69.6	33.5	0	206	213	51.9	657	0				2	4	28		27.9	15.9	60.5	5.9
364	2426	42	483	95.3	2.3		80	915991	1961		1954	93	3507	9.2	86.3	0	1.8	26.2	4.4	100	6.2		0.1	4.7	224215	53.3	0.3	1120	55.3	3	89	12.2	0.025	0	92.9	75	28.6	100	97.4	95.7	47		55.2	1.6	1912	56.4	281831	1.3	0	0	34	71	10	1	0	100	45.6	2514	65.6	79.3	41	99.8	65.6	98.8	0.2	0.2	0	0.2	87.4	90.5	55.1	31	29	3.4	1822	71.6				1	1	0		44.5	8.7	57.9	1.4
365	1217	46	269	95.2	2.4		69	132203	1956		1969	52	1330	47.8	74.3	4.9	6.4	26.4	15.8	82	20.9	21.3	0.9	4.6	38651	84.6	15.9	649	36.3		67	4.6	0.03	4.7	54.8	64.3	27.8	61.3	52.3	50	6	5.8	49	2.1	819	35.7	144880	1.4	0	0.75	299	110	1	4	8	100	45.3	4108	52.8	51.4	82	79.9	33.8	62.5	24.5	1.3	0	8.7	57.7	57	89.1	5	10	14.2	865	5.3				1	1	1.1		38.7	12.1	66.4	13.6
366	662	37	348	95.6	1.7		66	140974	1952	19924	1970	45	1286	23.8	84.7	0	4.9	39.3	22.5	100	36.9	31.7		20.5	39543	29.2	19.5	583	53		31	5.1	0.062	0	75	43.8	60	58.3	55.6	33.3	4	9.8	43.7	1.3	923	30.6	1327556	1.2	699	0.58	101	138	0	1	2	100	84.2	18580	46.6	50.6	2115	70.7	32	67.8	22.8	2.3	0	3.5	39.3	37.1	100	148	6	18.6	668	0				0	1	0.3		38.5	32	73.9	10.6
367	4053	36	731	96.7	3.5		74	271162	1934	19593	1961	57	2097	12	80.8	3.7	1.8	34.9	7.1	100	20.8	3.6	1	4.9	70193	17.7	4.5	2546	40.1	34	16	5.9	0.077	0	73.7	74.4	50	92.6	93.2	94	34		40.3	1.9	861	28.8	5879851	1.5	154	3.76	394	175	6	2	6	100	100	8414	49.4	73.2	444	75.9	43	86.6	8.7	1.7	7.5	1.3	70.4	43.2	56.4	1353	48	9.7	790	21				6	3	0.1		44.5	12.8	62.5	2.7
368	2839	40	1125	94.8	1.1		63	116780	1978	1052	1995	50	1603	27.7	79.4	5.7	0.7	26.8	17.8	100	13.3	13.9	1.5	18	50637	49.2	12.6	1184	48.1		77	7	0.031	2.8	56.9	44.2	56.1	81	58.9	67.4	27	9.8	35.7	1.6	1205	36.8	2857707	1.3	21380	0.58	351	147	0	0	8	78	51.3	25784	51.3	13.1	423	70.2	39.5	69.2	14.7	2.5	0	9.7	86.2	76.1	79.5	265	2	10.9	1179	6.9				3	2	1		39.1	5.5	57.5	20.9
369	1197	21	329	89.9	1.6		58	75044	1950	3500	1966	46	978	45	51.8	7.8	3.5	26.7	25.2	100	53.6	59.3		17.9	19515	89.6	42.5	527	73.1			4.3	0.048	15.8	48.7	54.2	71.4	62.1	24.6	36.1	7	2.2	48.8	1.6	962	0	1320701	1.3	1372	0.56	527	147	0	1	5	95.4	0	10276	32.4	59	2339	76.4	37.4	3	90.8		0	2.3	64.9	35.7	0	228	20	41.7	620	1.5				4	4	5.3		28.3	13	76.3	4.1
370	2652	34	476	89	2.6		68	62444	1963	17349	1986	52	1005	43.9	44.5	6.8	-0.5	29.4	33.1	100	60.2	78.1	1.6	23	17886		52	1228	77	56	22	5.1	0.034	5.8	76.9	55.6	45.1	43.4	32	31.3	3	5.6	54.5	1.6	916	63.3	1100158	1.2	773	0.36	297	172	0	2	46	100	100	8333	22.5	85.2	1885	73.6	28.5	8.4	83.1	1.2	2.9	4.8	76	14	88.3	520	112	34.7	664	1.8				0	0	36.4		30.6	22.2	65.1	10
371	7442	42	1396	91	1.6		66	82520	1965	203	1977	55	1330	36.9	64.6	6.7	-0.3	25	17.3	100	32.8	29.3	1.5	12.1	35864	21.5	22.2	2258	61.8	3	14	6	0.019	12.6	46.8	66.7	37.9	40.1	50.2	50.6	21	9.9	45.7	1.6	1360	0.7	2287707	1.3	2257	0.34	747	820	0	5	36	100	36.3	6692	47.3	58.1	1182	68.8	42.5	12.1	67.8	1.4	0	15.6	68.4	48	9.7	868	81	33.3	858	4.2				15	15	4.3		27.9	15.1	61.1	22.3
