id,y_2014,y_2015
2,575,575
3,4467,4547
4,38,38
5,306,307
6,536,533
7,357,360
8,697,695
9,305,302
10,1588,1585
11,1212,1225
12,738,738
13,1234,1248
14,1396,1396
15,480,488
16,984,984
17,1120,1120
18,1369,1365
19,1336,1339
20,225,225
21,1123,1123
22,364,499
23,533,533
24,464,443
25,579,489
26,14,15
27,67,67
28,210,210
29,12,0
30,504,810
31,141,141
32,176,176
33,0,0
34,0,0
35,16,16
36,865,1045
37,780,779
38,516,516
39,133,135
40,850,852
41,773,773
42,1095,1095
43,0,0
44,336,341
45,116,130
46,357,357
47,571,571
48,467,465
49,252,252
50,435,436
51,737,732
52,653,283
53,1058,1220
54,324,323
55,0,0
56,0,0
57,573,573
58,385,385
59,2,6
60,790,791
61,101,101
62,0,64
64,1874,919
65,528,492
66,1229,1318
67,631,643
68,188,188
69,394,273
70,523,521
71,1077,1085
72,0,0
73,37,52
74,732,732
75,201,240
76,2,2
77,1258,1347
78,246,246
79,679,518
80,540,528
81,448,448
82,669,669
83,65,65
84,28,28
85,776,771
86,993,1116
87,684,682
88,474,469
89,0,0
90,827,827
91,2,15
92,0,0
93,0,0
94,376,247
95,9,9
96,0,0
97,896,902
98,173,173
99,645,643
100,694,694
101,33,33
102,255,255
103,7,7
105,483,625
106,12,12
107,431,431
108,187,188
109,257,256
110,255,255
111,0,0
112,120,121
113,395,395
114,231,232
115,313,371
116,191,179
117,16,21
118,327,327
119,427,428
120,594,598
121,434,434
122,,
123,998,998
124,890,890
125,438,440
126,189,251
127,0,4
128,911,917
129,429,428
130,85,103
131,424,429
132,279,281
133,535,534
134,411,411
135,0,0
136,301,303
137,5,4
138,217,218
139,364,367
140,394,377
141,61,61
142,56,56
143,159,159
144,0,0
145,385,387
146,202,202
147,60,90
148,543,718
149,240,278
150,306,306
151,1029,947
152,26,45
153,0,0
154,136,136
155,0,0
156,650,669
157,375,171
158,640,641
159,381,389
160,918,919
161,299,304
162,677,673
163,540,544
164,1417,1346
165,169,169
166,0,18
167,0,361
168,18,334
169,462,493
170,481,482
171,0,0
172,871,884
173,63,63
174,125,125
175,185,186
176,112,112
177,0,0
178,8,8
179,241,241
180,318,328
181,791,817
182,268,268
183,307,306
184,683,619
185,0,0
186,727,731
187,93,311
188,424,426
189,0,0
190,0,0
191,0,0
192,678,691
193,207,206
194,373,376
195,0,0
196,583,586
197,306,943
198,191,190
199,762,804
200,235,240
201,615,615
202,676,675
203,0,0
204,4,4
205,52,52
206,83,83
207,0,0
208,91,95
209,112,167
210,114,114
211,0,0
212,490,490
213,186,188
215,188,190
216,291,288
217,72,74
218,1201,1202
219,307,307
220,201,201
221,981,1007
222,0,0
223,587,591
224,1072,1072
225,449,149
226,256,256
227,0,0
228,50,52
229,125,125
230,1234,1234
231,454,471
232,0,0
233,1096,1095
234,34,33
235,537,585
236,331,336
237,402,410
238,482,482
240,27,550
241,463,462
242,312,317
243,0,0
244,69,69
245,638,637
246,1202,1201
247,0,0
248,836,836
249,531,531
250,0,0
251,239,262
252,287,288
253,865,865
254,32,32
255,352,352
256,17,23
257,1415,1449
258,387,386
259,683,681
260,747,747
261,860,860
262,137,137
263,588,604
264,946,965
265,432,433
266,282,282
267,718,720
268,562,592
269,82,84
270,598,598
271,448,448
272,780,780
273,0,0
274,554,554
275,878,878
276,489,489
277,259,290
278,852,852
279,604,604
280,0,0
281,145,145
282,52,55
283,610,608
284,2,2
285,0,0
286,0,0
287,960,960
288,228,234
289,410,408
290,6,190
291,962,962
292,415,416
293,354,355
294,433,431
295,521,521
296,0,0
297,0,0
298,636,636
299,191,147
300,0,0
301,0,0
302,525,525
303,55,55
304,0,0
305,179,179
306,355,350
307,0,0
308,335,346
309,212,215
310,117,120
311,581,577
312,564,563
313,95,95
314,913,913
315,395,333
316,1323,1323
317,305,305
318,60,60
319,270,270
320,476,467
321,473,477
322,8,8
323,72,72
324,66,65
325,185,194
326,411,410
327,265,265
328,63,63
329,450,448
330,133,133
331,80,80
332,0,0
333,64,64
334,356,356
335,54,91
336,367,411
337,8,8
338,410,410
339,458,609
340,3959,4003
341,1798,1797
342,357,424
343,844,858
344,752,787
345,333,333
346,850,842
347,347,347
348,960,961
349,654,654
350,55,55
351,334,358
352,899,899
353,463,465
354,678,669
355,87,87
356,128,128
357,1378,1417
358,350,350
359,271,324
360,0,0
361,425,425
362,1311,1309
363,1009,1016
364,981,1000
365,496,497
366,270,319
367,2735,2724
368,732,732
369,431,418
370,1235,1216
371,2041,2020
372,832,867
373,743,741
