id,y_2013,y_2014,y_2015
2,1348,1068,879
3,2697,2438,2346
4,53,60,59
5,67,60,66
6,1375,1312,1258
7,405,220,178
8,193,242,209
9,251,232,197
10,1453,1498,1528
11,843,839,734
12,860,814,668
13,406,319,249
14,568,586,528
15,,,
16,600,543,462
17,1511,1473,1426
18,1227,1155,958
19,93,109,104
20,,,
21,5930,6054,6035
22,1217,1119,964
23,,,
24,312,333,250
25,1,1,0
26,,,
27,151,176,95
28,100,106,79
29,0,,
30,1957,1814,1654
31,34,30,34
32,80,123,111
33,275,312,198
34,,,
35,76,32,32
36,46,45,45
37,756,754,606
38,9,26,34
39,,,
40,318,301,223
41,12,25,25
42,53,67,46
43,0,5,0
44,31,25,19
45,,0,260
46,,,
47,496,530,419
48,333,297,135
49,,,
50,1822,1738,1587
51,987,876,813
52,2178,1456,986
53,1198,1195,1125
54,373,359,344
55,39,40,25
56,1285,1287,1222
57,180,274,242
58,811,825,859
59,1141,2407,2614
60,1421,920,1103
61,175,6,1
62,6533,6109,4820
64,19,22,12
65,25,,
66,986,836,164
67,,,
68,107,108,184
69,24,4,3
70,2537,2624,2566
71,780,792,917
72,1845,1929,2437
73,,,
74,246,302,266
75,,,
76,250,256,234
77,101,111,43
78,335,328,271
79,393,351,326
80,,,
81,25,27,16
82,41,37,36
83,,,
84,,0,20
85,1573,1540,1506
86,686,621,522
87,1756,1742,1648
88,508,517,473
89,227,248,195
90,1706,1653,1398
91,1,0,0
92,605,668,715
93,575,590,492
94,511,557,511
95,147,144,42
96,1035,1015,1004
97,201,199,134
98,1,19,20
99,453,324,212
100,1382,1384,1388
101,1127,980,538
102,25,29,20
103,259,1882,1458
105,10,12,13
106,305,280,251
107,303,276,247
108,177,167,146
109,283,288,288
110,6,7,7
111,3,5,114
112,,,
113,,,
114,241,208,210
115,,,
116,39535,39345,38337
117,,,
118,0,2,5
119,203,216,240
120,1463,1430,1259
121,1210,1148,935
122,1971,2038,2694
123,3890,3753,3572
124,5607,5492,5036
125,169,214,332
126,644,629,582
127,5578,6191,5599
128,676,641,610
129,24,27,25
130,,,
131,,,
132,73,60,30
133,12,19,33
134,11,24,22
135,448,408,406
136,67,68,81
137,130,140,139
138,547,531,534
139,389,360,407
140,436,432,321
141,995,973,927
142,566,606,532
143,52,50,53
144,,,2
145,19,23,14
146,145,143,126
147,8,16,8
148,29,25,13
149,,,
150,,,
151,,,
152,,,
153,,,
154,55,37,42
155,264,9,3
156,229,226,243
157,4393,3699,3610
158,375,379,346
159,781,707,608
160,746,636,657
161,442,434,380
162,337,744,700
163,493,559,627
164,2643,2614,2388
165,732,667,694
166,563,272,292
167,477,168,136
168,63,87,73
169,,,
170,,,
171,191,229,109
172,175,189,105
173,83,66,61
174,6,5,2
175,,,
176,,,
177,1,2,0
178,483,464,409
179,95,77,48
180,246,272,235
181,23,36,29
182,650,668,641
183,150,92,100
184,,,
185,257,263,224
186,418,463,417
187,,,
188,,,
189,,,
190,327,309,303
191,,,
192,135,123,85
193,128,131,100
194,1,17,24
195,,,
196,212,218,113
197,21,106,103
198,152,158,157
199,1449,1586,1578
200,357,369,387
201,1,12,24
202,967,679,551
203,,,
204,,,
205,21,23,15
206,320,355,304
207,388,406,461
208,50,32,19
209,207,234,261
210,27,17,29
211,,,
212,5002,4882,4871
213,126,78,70
215,18,16,10
216,18,16,10
217,10,11,5
218,84,79,75
219,2256,2139,2368
220,,,
221,,,
222,19,22,23
223,192,152,135
224,,4,9
225,,,
226,96,72,42
227,0,1,0
228,,,
229,0,1,0
230,190,195,168
231,131,99,99
232,,,3
233,75,79,58
234,813,797,665
235,29,32,21
236,76,93,99
237,269,239,234
238,,,
240,1154,1064,1047
241,0,0,0
242,,,
243,,,
244,,,
245,316,382,532
246,899,857,664
247,1016,304,292
248,716,817,711
249,150,154,107
250,,,
251,,,
252,,,
253,120,162,149
254,1359,1413,1016
255,,,
256,,,
257,,,
258,153,156,118
259,205,204,192
260,1357,1223,1107
261,31,30,14
262,7,6,2
263,17,12,6
264,,,
265,15,18,19
266,,,
267,,,
268,22,12,7
269,30,81,101
270,98,163,128
271,39,47,27
272,833,849,777
273,,,
274,,40,66
275,,,
276,,,
277,,,
278,,,
279,,,
280,101,130,119
281,,,
282,,,
283,388,388,346
284,,,
285,585,538,591
286,36,47,268
287,2588,2821,2421
288,34,77,62
289,312,303,275
290,19835,19388,19121
291,,,
292,485,519,455
293,882,784,701
294,468,523,447
295,472,442,412
296,,,
297,,,
298,312,356,311
299,0,0,0
300,322,300,258
301,,,
302,186,211,169
303,82,111,108
304,1954,419,757
305,,,
306,1288,1176,1180
307,123,159,132
308,,,
309,,,
310,,,
311,519,492,512
312,1359,1727,1518
313,647,538,455
314,901,920,862
315,815,937,900
316,1205,683,607
317,74,68,63
318,88,78,62
319,192,191,123
320,851,764,730
321,352,402,410
322,10,9,7
323,508,466,401
324,,,
325,14,315,315
326,1379,1334,1259
327,151,291,266
328,173,221,206
329,502,431,405
330,,,
331,2236,2334,2504
332,60,76,56
333,,,
334,315,364,225
335,,,
336,0,4,
337,,,
338,805,654,641
339,2603,2863,2920
340,3372,2673,2524
341,14873,12844,12338
342,140452,138503,131004
343,786,796,713
344,479,469,380
345,52,51,39
346,581,506,627
347,1495,1272,1071
348,46,40,60
349,64,77,84
350,0,0,0
351,20,20,11
352,1,12,17
353,22,25,15
354,34,48,31
355,207,247,213
356,,,
357,187,175,149
358,1548,1417,1599
359,42,44,31
360,7,104,71
361,928,917,927
362,1656,1601,1370
363,1164,1160,1108
364,156,167,180
365,20,78,71
366,898,888,826
367,7696,6691,4925
368,1612,1942,1899
369,1288,1294,1186
370,2807,2799,2535
371,5047,5134,4647
372,,,
373,133,106,105
374,1365,1394,1334
375,23,17,12
376,133,142,130
377,,,
378,1095,1223,1130
379,,,
380,,,
381,3176,3805,4326
382,2878,2402,2174
383,398,391,343
384,8979,6514,5478
385,2083,1895,1826
386,464,471,414
387,2752,2691,2275
388,5634,6012,5995
389,3327,3364,3232
390,701,712,663
391,,,
392,985,945,916
393,811,818,660
394,46,39,22
395,3,7,
396,,,
397,18,13,13
398,9,4,3
399,1000,1041,905
400,0,2,3
401,0,,
402,,,
403,103,118,68
404,42,43,34
405,,,
406,4,,
407,18,11,6
408,7,2,1
409,8,7,4
410,13,11,6
411,2,2,2
412,,,
413,12,18,8
416,1866,1832,1726
417,28,25,19
418,50,45,44
419,,,
420,26,22,18
421,,,
422,167,170,175
423,,,
424,6,2,4
425,,,
426,136,141,124
428,,,
430,,,
431,6,10,3
432,,,13
433,,,
434,,,
435,1,1,1
436,22,27,11
437,58,29,62
438,36,34,31
442,1,2,1
443,,,
444,,,
445,2,1,1
446,,,
447,,,
448,61,67,53
449,7,10,8
450,,,
451,,,
452,109,124,118
453,,,
454,,,
455,0,,
456,376,374,274
457,,,0
458,1,1,1
459,,,
460,19,19,21
462,30,40,32
463,80,63,28
464,174,190,186
465,,,
466,,,
467,34,7,10
468,4,6,6
469,,,
470,,,
471,523,529,461
472,,,
473,316,343,280
474,42,46,38
475,8,14,12
