id,y_2010,y_2013,y_2014
2,483,477,501
3,1661,1732,1808
4,345,345,358
5,148,153,183
6,571,564,662
7,336,338,341
8,416,423,438
9,230,263,284
10,1157,1190,1293
11,744,757,798
12,,,
13,574,577,629
14,814,830,851
15,772,773,781
16,1026,1026,1062
17,808,829,852
18,673,685,750
19,1103,1135,1118
20,880,882,888
21,265,321,358
22,158,157,181
23,194,193,202
24,394,373,397
25,833,837,856
26,,,
27,648,653,670
28,245,253,264
29,250,292,296
30,99,97,121
31,563,565,574
32,69,69,70
33,,23,24
34,538,563,641
35,355,482,627
36,742,770,795
37,531,538,654
38,792,786,799
39,847,880,937
40,637,659,716
41,365,367,373
42,338,338,339
43,368,385,390
44,131,144,154
45,869,1025,1134
46,396,400,408
47,23,20,18
48,420,428,444
49,706,764,814
50,404,426,443
51,363,367,393
52,181,184,190
53,470,482,515
54,508,515,568
55,664,669,680
56,96,100,100
57,73,74,76
58,237,247,250
59,305,319,389
60,,,
61,262,264,275
62,,,
64,156,236,238
65,,11,
66,,,
67,,,
68,339,337,343
69,246,246,254
70,481,491,517
71,177,199,205
72,222,228,228
73,744,794,890
74,108,107,109
75,275,370,400
76,606,890,1044
77,914,1034,1062
78,430,532,557
79,,,
80,132,131,136
81,275,277,281
82,356,368,423
83,,,
84,50,50,54
85,535,561,651
86,,,
87,309,425,315
88,403,415,483
89,520,527,546
90,319,325,337
91,667,667,691
92,109,109,128
93,,,
94,328,333,350
95,349,349,354
96,585,587,607
97,996,996,1011
98,692,732,823
99,617,617,634
100,564,571,604
101,82,83,88
102,282,287,309
103,215,216,231
105,144,143,149
106,36,36,38
107,109,109,111
108,455,456,472
109,445,485,514
110,333,341,357
111,564,706,831
112,316,348,414
113,1199,1293,1423
114,164,166,215
115,953,1336,1410
116,472,587,728
117,946,1043,1158
118,407,423,440
119,405,415,431
120,231,242,280
121,541,569,594
122,,,
123,774,768,808
124,507,520,558
125,757,794,863
126,,64,187
127,273,282,289
128,478,486,530
129,713,713,714
130,65,81,94
131,626,695,741
132,241,261,279
133,233,235,243
134,172,174,186
135,,,
136,681,722,771
137,481,501,540
138,222,219,239
139,427,440,471
140,888,897,948
141,248,244,284
142,227,230,262
143,343,347,354
144,129,142,178
145,355,356,372
146,545,572,597
147,373,401,450
148,562,584,586
149,104,143,150
150,493,495,516
151,880,900,909
152,258,255,266
153,1188,1204,1221
154,712,722,737
155,722,781,882
156,959,1062,1180
157,287,187,221
158,1105,1177,1252
159,226,251,305
160,806,819,861
161,79,82,95
162,652,661,695
163,186,195,248
164,422,416,476
165,238,241,255
166,99,99,102
167,87,90,94
168,427,432,449
169,423,423,426
170,438,439,443
171,133,134,135
172,607,650,657
173,328,351,412
174,442,454,497
175,673,684,691
176,968,967,976
177,555,558,568
178,148,147,167
179,621,620,634
180,419,456,502
181,691,703,708
182,189,209,217
183,152,154,167
184,650,657,674
185,,,
186,763,761,804
187,305,309,309
188,273,296,306
189,53,53,53
190,306,315,359
191,762,766,782
192,359,466,611
193,312,394,340
194,686,707,736
195,524,549,562
196,406,419,465
197,347,356,365
198,323,347,359
199,226,257,297
200,,,
201,568,573,584
202,420,428,446
203,420,454,507
204,596,593,614
205,292,310,310
206,288,287,288
207,,,
208,641,657,708
209,946,1011,1158
210,,,
211,789,791,844
212,219,215,227
213,409,409,415
215,308,312,319
216,180,181,191
217,485,487,495
218,660,667,676
219,142,188,198
220,589,587,613
221,364,367,382
222,448,458,470
223,599,592,635
224,429,432,434
225,,,
226,192,195,199
227,,697,732
228,,,
229,336,702,900
230,192,202,221
231,621,622,639
232,878,896,944
233,496,496,501
234,792,833,861
235,698,715,729
236,199,199,200
237,707,783,884
238,699,699,825
240,529,530,547
241,613,614,620
242,478,484,507
243,13,13,15
244,629,633,653
245,207,208,214
246,145,146,149
247,,,
248,,,
249,51,52,54
250,301,297,307
251,564,636,664
252,328,329,335
253,534,536,537
254,32,32,38
