parid,class,saledate,price,saleval
20488500,R,1/2/2013,100000,Master Commissioner Sale
20499700,R,10/28/2012,74667,Master Commissioner Sale
20521500,R,4/1/2013,30001,Master Commissioner Sale
20542254,X,1/5/2012,141000,Master Commissioner Sale
20561000,R,3/16/2011,91000,Master Commissioner Sale
20603200,R,1/31/2013,84000,Master Commissioner Sale
20637000,R,2/2/2011,30100,Master Commissioner Sale
20646200,R,4/24/2014,95000,Master Commissioner Sale
20649000,R,3/2/2011,120000,Master Commissioner Sale
20654909,R,8/5/2011,111988,Master Commissioner Sale
20679550,R,1/12/2011,86000,Master Commissioner Sale
20702300,C,5/16/2012,533334,Master Commissioner Sale
20773700,R,9/25/2012,193335,Master Commissioner Sale
20825600,R,10/4/2011,0,Master Commissioner Sale
20825600,R,2/26/2013,94000,Master Commissioner Sale
20828750,F,12/10/2012,135000,Master Commissioner Sale
20860900,R,6/21/2012,33334,Master Commissioner Sale
20887100,R,12/17/2012,100000,Master Commissioner Sale
20903900,R,4/17/2012,46767,Master Commissioner Sale
20909400,R,7/31/2013,78000,Master Commissioner Sale
20912050,R,5/9/2012,18600,Master Commissioner Sale
20935500,R,4/13/2011,75000,Master Commissioner Sale
20965009,R,9/11/2012,75000,Master Commissioner Sale
20965010,R,11/6/2013,66667,Master Commissioner Sale
20965053,R,10/3/2012,60000,Master Commissioner Sale
20965126,R,2/17/2014,72000,Master Commissioner Sale
20965202,R,10/3/2012,77000,Master Commissioner Sale
20965205,R,7/8/2013,56667,Master Commissioner Sale
20969400,R,12/12/2013,106500,Master Commissioner Sale
20970050,R,4/22/2013,105000,Master Commissioner Sale
20987200,F,2/9/2012,325000,Master Commissioner Sale
20993000,R,10/18/2012,80000,Master Commissioner Sale
21058400,R,3/9/2011,57000,Master Commissioner Sale
21064300,R,3/28/2011,100000,Master Commissioner Sale
21143800,R,4/8/2014,80850,Master Commissioner Sale
21151700,R,6/21/2012,36667,Master Commissioner Sale
21161900,R,11/29/2012,130000,Master Commissioner Sale
21188400,R,7/23/2012,50000,Master Commissioner Sale
21228300,R,2/28/2013,60000,Master Commissioner Sale
21243700,R,7/9/2012,151862,Master Commissioner Sale
21323400,R,6/8/2012,65000,Master Commissioner Sale
21334300,R,4/19/2011,125000,Master Commissioner Sale
21361750,R,8/14/2012,190000,Master Commissioner Sale
21402950,R,8/19/2013,55000,Master Commissioner Sale
21500950,R,5/14/2014,70000,Master Commissioner Sale
21521050,R,10/12/2012,155000,Master Commissioner Sale
21534000,R,10/12/2012,95000,Master Commissioner Sale
21544400,R,9/24/2013,47500,Master Commissioner Sale
21546125,R,7/27/2011,50100,Master Commissioner Sale
21611400,R,3/24/2011,86667,Master Commissioner Sale
21613000,R,10/3/2013,82000,Master Commissioner Sale
21616400,R,2/16/2012,90000,Master Commissioner Sale
21621700,R,1/27/2011,85000,Master Commissioner Sale
21631600,R,6/8/2012,53334,Master Commissioner Sale
21722800,F,3/6/2012,3000000,Master Commissioner Sale
21798800,F,12/6/2012,200000,Master Commissioner Sale
21862351,R,1/31/2014,50100,Master Commissioner Sale
22017902,C,3/20/2014,5610000,Master Commissioner Sale
22017906,C,9/14/2011,900000,Master Commissioner Sale
22060400,R,11/5/2013,80000,Master Commissioner Sale
22060500,R,9/11/2013,85000,Master Commissioner Sale
22108400,R,4/24/2012,36667,Master Commissioner Sale
22142800,R,10/18/2012,100000,Master Commissioner Sale
22195250,R,12/18/2012,46667,Master Commissioner Sale
22236500,C,3/9/2011,702500,Master Commissioner Sale
22332000,R,1/24/2011,50250,Master Commissioner Sale
22340750,R,6/28/2012,75000,Master Commissioner Sale
22360300,R,2/24/2014,220000,Master Commissioner Sale
22368700,R,8/1/2013,110000,Master Commissioner Sale
22417350,R,1/3/2013,115000,Master Commissioner Sale
22445400,F,5/15/2013,277000,Master Commissioner Sale
22460725,R,12/7/2012,55000,Master Commissioner Sale
22471400,R,5/28/2013,60000,Master Commissioner Sale
22475150,R,1/3/2013,104000,Master Commissioner Sale
22529700,R,6/20/2012,100000,Master Commissioner Sale
22538600,R,7/12/2012,90100,Master Commissioner Sale
22554651,R,1/4/2011,80000,Master Commissioner Sale
22555200,R,8/15/2013,53334,Master Commissioner Sale
22589500,R,4/10/2014,90000,Master Commissioner Sale
22636900,R,6/22/2012,60000,Master Commissioner Sale
22745100,R,4/25/2013,75000,Master Commissioner Sale
22786544,R,8/11/2011,203000,Master Commissioner Sale
22786626,R,5/11/2011,160200,Master Commissioner Sale
22786714,R,8/12/2013,147500,Master Commissioner Sale
22786725,R,2/26/2013,205077,Master Commissioner Sale
22818300,R,12/4/2013,110070,Master Commissioner Sale
22859300,R,5/18/2012,85000,Master Commissioner Sale
22918501,R,4/29/2011,110000,Master Commissioner Sale
22918547,R,10/30/2013,119000,Master Commissioner Sale
22918656,R,2/1/2013,125000,Master Commissioner Sale
22918707,R,7/15/2013,110000,Master Commissioner Sale
22924707,F,1/13/2011,115000,Master Commissioner Sale
22951200,R,2/11/2013,36667,Master Commissioner Sale
23001346,R,1/22/2013,118600,Master Commissioner Sale
23001355,R,12/16/2013,107500,Master Commissioner Sale
23007150,R,4/18/2012,104431,Master Commissioner Sale
23059900,R,1/14/2013,60000,Master Commissioner Sale
23070000,R,9/16/2011,97178,Master Commissioner Sale
23072750,R,12/18/2012,97751,Master Commissioner Sale
23118100,R,8/2/2012,72000,Master Commissioner Sale
23155300,R,1/21/2014,0,Master Commissioner Sale
23174000,R,5/14/2013,50000,Master Commissioner Sale
23227350,R,4/1/2013,86667,Master Commissioner Sale
23265450,R,9/24/2012,65000,Master Commissioner Sale
23292800,R,4/8/2013,43334,Master Commissioner Sale
23304350,R,5/29/2014,86000,Master Commissioner Sale
23336200,R,1/30/2013,30000,Master Commissioner Sale
23360600,R,5/14/2013,127000,Master Commissioner Sale
23362375,R,1/6/2014,76000,Master Commissioner Sale
23370600,R,3/13/2012,60100,Master Commissioner Sale
23370700,R,10/28/2011,50000,Master Commissioner Sale
23417400,R,8/19/2011,176000,Master Commissioner Sale
23473100,R,4/22/2013,45000,Master Commissioner Sale
23513100,R,11/14/2012,105000,Master Commissioner Sale
23516800,R,9/10/2013,105000,Master Commissioner Sale
23555950,R,9/1/2011,70000,Master Commissioner Sale
23639500,R,4/28/2011,112000,Master Commissioner Sale
23717900,R,10/25/2012,85000,Master Commissioner Sale
23774000,R,8/25/2011,93000,Master Commissioner Sale
23796300,R,1/6/2012,85000,Master Commissioner Sale
23832850,R,10/30/2013,166667,Master Commissioner Sale
23885311,M,2/10/2011,145000,Master Commissioner Sale
23885312,M,2/10/2011,145000,Master Commissioner Sale
23894250,R,6/18/2012,70000,Master Commissioner Sale
23931375,R,3/10/2011,40000,Master Commissioner Sale
23937150,R,1/23/2013,95000,Master Commissioner Sale
23946114,R,11/13/2012,66667,Master Commissioner Sale
23979300,R,7/6/2012,41335,Master Commissioner Sale
23979600,F,2/22/2012,550000,Master Commissioner Sale
23996710,R,6/29/2011,125000,Master Commissioner Sale
23996803,R,7/6/2012,120000,Master Commissioner Sale
23996865,R,3/14/2013,117000,Master Commissioner Sale
23996930,R,9/27/2011,113056,Master Commissioner Sale
23996957,R,10/3/2012,115000,Master Commissioner Sale
24007200,R,5/5/2014,78259,Master Commissioner Sale
24054500,R,8/31/2012,80500,Master Commissioner Sale
24095100,R,10/25/2012,33334,Master Commissioner Sale
24102000,R,11/15/2012,70000,Master Commissioner Sale
24130950,R,7/26/2013,66667,Master Commissioner Sale
24175140,R,1/12/2011,153334,Master Commissioner Sale
24197550,R,10/3/2012,75000,Master Commissioner Sale
24241800,R,1/6/2014,96732,Master Commissioner Sale
24333100,R,2/2/2012,80000,Master Commissioner Sale
24358600,R,10/23/2012,70000,Master Commissioner Sale
24372800,R,6/21/2012,170000,Master Commissioner Sale
24406600,F,11/15/2012,500001,Master Commissioner Sale
24426300,R,6/21/2012,140000,Master Commissioner Sale
24431400,R,5/15/2014,35251,Master Commissioner Sale
24538700,R,11/30/2011,48025,Master Commissioner Sale
24548400,R,4/17/2012,45000,Master Commissioner Sale
24559650,R,2/14/2011,143334,Master Commissioner Sale
24682350,R,2/27/2013,95000,Master Commissioner Sale
24726700,R,12/5/2012,95000,Master Commissioner Sale
24734800,R,6/21/2012,75000,Master Commissioner Sale
24755100,R,5/5/2011,202000,Master Commissioner Sale
24776900,R,12/20/2013,115000,Master Commissioner Sale
24785400,R,10/27/2011,110000,Master Commissioner Sale
24810400,F,3/29/2011,255000,Master Commissioner Sale
24816413,R,6/13/2012,100000,Master Commissioner Sale
24816548,R,12/10/2012,102700,Master Commissioner Sale
24816549,R,9/11/2012,174357,Master Commissioner Sale
24816550,R,4/26/2012,120000,Master Commissioner Sale
24816565,R,12/4/2012,105000,Master Commissioner Sale
24846975,R,7/15/2013,40000,Master Commissioner Sale
24890800,R,1/15/2013,79100,Master Commissioner Sale
24932226,R,3/14/2011,110000,Master Commissioner Sale
24932750,R,1/24/2013,95000,Master Commissioner Sale
24940600,R,7/9/2012,43335,Master Commissioner Sale
24942900,R,3/24/2014,76767,Master Commissioner Sale
24976800,R,10/18/2012,45000,Master Commissioner Sale
24976800,R,2/6/2013,0,Master Commissioner Sale
24979600,R,3/5/2014,80000,Master Commissioner Sale
24991100,R,2/20/2013,115000,Master Commissioner Sale
24996450,R,2/10/2014,78667,Master Commissioner Sale
25104500,R,7/18/2011,340000,Master Commissioner Sale
25137600,R,2/4/2013,26667,Master Commissioner Sale
25158300,R,12/18/2012,41399,Master Commissioner Sale
25201750,R,2/22/2012,790000,Master Commissioner Sale
25214797,R,11/19/2012,149110,Master Commissioner Sale
25249400,R,3/8/2013,83000,Master Commissioner Sale
25266800,R,12/28/2013,61334,Master Commissioner Sale
25311800,R,7/24/2013,49000,Master Commissioner Sale
25323000,R,11/11/2013,120000,Master Commissioner Sale
25349400,R,5/17/2012,47800,Master Commissioner Sale
25352666,R,6/18/2012,80000,Master Commissioner Sale
25357800,R,10/30/2013,50000,Master Commissioner Sale
25412800,R,7/22/2013,80000,Master Commissioner Sale
25459200,R,3/18/2011,69889,Master Commissioner Sale
25460700,R,1/13/2011,66668,Master Commissioner Sale
25473001,R,7/19/2012,100000,Master Commissioner Sale
25532900,R,10/3/2012,100000,Master Commissioner Sale
25546600,R,8/16/2011,56667,Master Commissioner Sale
25548900,R,5/23/2013,215000,Master Commissioner Sale
25549400,R,11/29/2012,78667,Master Commissioner Sale
25554200,R,9/17/2012,36700,Master Commissioner Sale
25559400,R,1/24/2012,66668,Master Commissioner Sale
25610900,R,5/14/2012,115000,Master Commissioner Sale
25634675,R,4/25/2012,73100,Master Commissioner Sale
25645150,R,8/16/2011,53434,Master Commissioner Sale
25650150,R,11/13/2013,90000,Master Commissioner Sale
25678800,R,10/5/2011,15000,Master Commissioner Sale
25770605,R,1/2/2013,43334,Master Commissioner Sale
25770608,R,9/6/2012,65000,Master Commissioner Sale
25770624,R,1/17/2012,73400,Master Commissioner Sale
25770628,R,7/8/2013,50100,Master Commissioner Sale
25770644,R,11/29/2012,82090,Master Commissioner Sale
25770673,R,9/8/2011,58700,Master Commissioner Sale
25813900,R,12/2/2011,93500,Master Commissioner Sale
25834200,R,12/7/2011,60000,Master Commissioner Sale
25853300,R,4/10/2014,90100,Master Commissioner Sale
25855750,R,11/19/2012,73334,Master Commissioner Sale
25921450,R,11/8/2011,130000,Master Commissioner Sale
25921489,R,10/22/2012,105000,Master Commissioner Sale
25921509,R,2/3/2014,89000,Master Commissioner Sale
25921545,R,11/13/2012,95000,Master Commissioner Sale
25921553,R,1/2/2014,97000,Master Commissioner Sale
25921800,R,12/5/2011,66700,Master Commissioner Sale
25933300,R,6/8/2011,90001,Master Commissioner Sale
26003000,R,6/8/2011,103334,Master Commissioner Sale
26015850,R,5/8/2013,90000,Master Commissioner Sale
26026000,R,9/20/2011,40000,Master Commissioner Sale
26030600,R,11/7/2012,63500,Master Commissioner Sale
26042300,R,6/21/2012,100000,Master Commissioner Sale
26045400,R,9/30/2013,24000,Master Commissioner Sale
26046250,R,5/7/2012,50500,Master Commissioner Sale
26094100,R,7/19/2011,90001,Master Commissioner Sale
26127100,R,6/21/2012,50000,Master Commissioner Sale
26128166,R,1/22/2013,120000,Master Commissioner Sale
26141500,R,10/8/2012,60000,Master Commissioner Sale
26144985,R,12/12/2012,105000,Master Commissioner Sale
26166618,R,1/31/2014,90000,Master Commissioner Sale
26166692,R,8/17/2012,90000,Master Commissioner Sale
26167600,R,8/18/2013,12000,Master Commissioner Sale
26172550,R,8/7/2013,95000,Master Commissioner Sale
26222600,R,11/29/2011,137859,Master Commissioner Sale
26239900,R,4/16/2012,35000,Master Commissioner Sale
26285000,R,3/13/2013,115000,Master Commissioner Sale
26293700,R,4/7/2011,87000,Master Commissioner Sale
26293950,R,1/27/2011,90000,Master Commissioner Sale
26306000,R,5/6/2014,88100,Master Commissioner Sale
26360200,R,4/4/2014,118900,Master Commissioner Sale
26402600,R,8/8/2012,130000,Master Commissioner Sale
26522300,F,5/30/2014,1133333,Master Commissioner Sale
26535600,R,6/7/2012,38000,Master Commissioner Sale
26553400,R,4/29/2013,77000,Master Commissioner Sale
26567000,R,5/13/2014,68200,Master Commissioner Sale
26589200,R,5/4/2011,54667,Master Commissioner Sale
26625300,R,2/16/2012,170000,Master Commissioner Sale
26629175,R,2/6/2012,50000,Master Commissioner Sale
26630200,R,10/24/2012,28667,Master Commissioner Sale
26647500,R,2/27/2014,84000,Master Commissioner Sale
26677600,R,5/15/2013,95000,Master Commissioner Sale
26727809,R,6/7/2012,120000,Master Commissioner Sale
26733022,R,2/18/2013,82100,Master Commissioner Sale
26738236,R,11/29/2012,80000,Master Commissioner Sale
26738273,R,3/4/2014,95000,Master Commissioner Sale
26764500,R,4/30/2012,53334,Master Commissioner Sale
26805609,R,2/15/2011,160000,Master Commissioner Sale
26805614,R,6/21/2012,165000,Master Commissioner Sale
26810600,R,8/19/2013,2000,Master Commissioner Sale
26852100,R,12/5/2011,84000,Master Commissioner Sale
26958700,R,5/7/2014,58783,Master Commissioner Sale
26959223,R,2/24/2011,0,Master Commissioner Sale
27000100,R,1/23/2013,40100,Master Commissioner Sale
27031000,R,3/10/2011,210000,Master Commissioner Sale
27046900,R,5/17/2012,92000,Master Commissioner Sale
27072800,R,11/13/2012,85000,Master Commissioner Sale
27083400,R,2/16/2012,32100,Master Commissioner Sale
27085400,R,4/15/2013,68592,Master Commissioner Sale
27113400,R,5/24/2013,102000,Master Commissioner Sale
27147300,R,4/20/2012,85000,Master Commissioner Sale
27147550,R,5/16/2013,100000,Master Commissioner Sale
27168610,R,3/12/2014,63334,Master Commissioner Sale
27168612,R,9/26/2013,80000,Master Commissioner Sale
27168622,R,5/27/2014,90000,Master Commissioner Sale
27169009,R,1/12/2011,56767,Master Commissioner Sale
27169019,R,5/2/2013,50200,Master Commissioner Sale
27169024,R,4/30/2014,66124,Master Commissioner Sale
27217298,R,12/19/2013,66667,Master Commissioner Sale
27232700,R,4/24/2012,20000,Master Commissioner Sale
27234500,R,2/20/2013,117000,Master Commissioner Sale
27237050,R,9/26/2013,150000,Master Commissioner Sale
27240228,R,4/27/2011,193334,Master Commissioner Sale
27274650,R,3/2/2011,76767,Master Commissioner Sale
27281167,R,10/17/2012,110000,Master Commissioner Sale
30975450,R,4/30/2013,160000,Master Commissioner Sale
31573175,R,8/13/2013,75000,Master Commissioner Sale
32434515,R,9/8/2011,60000,Master Commissioner Sale
34485150,R,11/15/2012,99000,Master Commissioner Sale
34765100,R,8/2/2012,100501,Master Commissioner Sale
35952650,R,11/25/2013,65708,Master Commissioner Sale
38000100,R,10/17/2012,55000,Master Commissioner Sale
38000260,R,4/25/2014,90000,Master Commissioner Sale
38000270,R,4/25/2014,90000,Master Commissioner Sale
38000820,M,8/30/2013,195000,Master Commissioner Sale
38002430,R,9/20/2011,117000,Master Commissioner Sale
38002440,R,5/4/2011,130299,Master Commissioner Sale
38002490,R,5/11/2011,110000,Master Commissioner Sale
38002800,R,10/18/2011,95000,Master Commissioner Sale
38002920,R,11/13/2012,90000,Master Commissioner Sale
38004680,R,1/4/2013,115000,Master Commissioner Sale
38005090,R,8/12/2013,105000,Master Commissioner Sale
38005380,R,3/24/2011,125000,Master Commissioner Sale
38006650,R,2/3/2014,148000,Master Commissioner Sale
38006870,R,2/17/2012,201118,Master Commissioner Sale
38006950,R,1/6/2012,130000,Master Commissioner Sale
38008800,R,6/4/2014,180000,Master Commissioner Sale
38009000,R,8/25/2011,165000,Master Commissioner Sale
38009780,R,6/21/2012,80000,Master Commissioner Sale
38010080,R,8/17/2011,114907,Master Commissioner Sale
38011470,R,4/28/2011,87000,Master Commissioner Sale
38011560,R,9/20/2011,92000,Master Commissioner Sale
38012230,R,6/22/2011,160000,Master Commissioner Sale
38013330,R,4/20/2012,70000,Master Commissioner Sale
38013340,R,5/1/2014,73600,Master Commissioner Sale
38014140,R,10/29/2013,215000,Master Commissioner Sale
38014270,R,6/18/2012,210000,Master Commissioner Sale
38015490,R,2/6/2013,205000,Master Commissioner Sale
38015510,R,1/15/2014,185000,Master Commissioner Sale
38016510,R,1/6/2011,180000,Master Commissioner Sale
38017760,R,2/27/2013,100000,Master Commissioner Sale
38018000,R,11/5/2013,106746,Master Commissioner Sale
38018550,R,10/28/2011,110000,Master Commissioner Sale
38018570,R,10/28/2011,110000,Master Commissioner Sale
38019270,R,3/5/2012,150000,Master Commissioner Sale
38019280,R,7/22/2011,155000,Master Commissioner Sale
38019600,M,9/26/2013,153334,Master Commissioner Sale
38019890,F,12/28/2012,700000,Master Commissioner Sale
38020550,R,10/30/2013,126660,Master Commissioner Sale
38020670,R,3/18/2013,72000,Master Commissioner Sale
38021030,R,5/24/2012,80000,Master Commissioner Sale
38022590,R,5/7/2014,86000,Master Commissioner Sale
38023770,R,2/9/2012,110000,Master Commissioner Sale
38023920,R,1/23/2013,90000,Master Commissioner Sale
38023980,R,1/25/2011,115000,Master Commissioner Sale
38024130,R,10/8/2012,130000,Master Commissioner Sale
38024210,R,6/12/2013,56767,Master Commissioner Sale
38024520,R,6/28/2012,64000,Master Commissioner Sale
38024960,R,5/9/2013,316700,Master Commissioner Sale
38025360,R,6/27/2013,92667,Master Commissioner Sale
38025680,R,10/30/2013,110000,Master Commissioner Sale
38025880,R,11/21/2011,95000,Master Commissioner Sale
38027760,R,4/13/2011,150000,Master Commissioner Sale
38027840,R,12/10/2012,141000,Master Commissioner Sale
38028110,R,3/25/2011,109500,Master Commissioner Sale
38028700,R,6/18/2012,85000,Master Commissioner Sale
38028770,R,3/22/2011,91000,Master Commissioner Sale
38029160,R,8/24/2011,105000,Master Commissioner Sale
38030510,R,10/31/2012,130000,Master Commissioner Sale
38031150,R,2/2/2012,76500,Master Commissioner Sale
38031670,R,8/3/2011,103500,Master Commissioner Sale
38031800,R,3/3/2011,94000,Master Commissioner Sale
38031810,R,5/28/2013,115000,Master Commissioner Sale
38031930,R,2/6/2012,160000,Master Commissioner Sale
38031940,R,2/6/2012,160000,Master Commissioner Sale
38032090,R,8/1/2013,105000,Master Commissioner Sale
38032100,R,11/9/2011,85000,Master Commissioner Sale
38032230,R,9/12/2012,85000,Master Commissioner Sale
38032260,R,1/15/2013,110000,Master Commissioner Sale
38032300,R,7/6/2012,83334,Master Commissioner Sale
38032470,R,1/24/2011,0,Master Commissioner Sale
38032840,R,4/26/2011,107231,Master Commissioner Sale
38033020,R,12/22/2011,65000,Master Commissioner Sale
38033110,R,7/23/2013,65000,Master Commissioner Sale
38033450,R,9/12/2011,110163,Master Commissioner Sale
38033620,R,5/16/2011,100000,Master Commissioner Sale
38033720,R,4/25/2012,110800,Master Commissioner Sale
38034250,R,10/29/2013,158000,Master Commissioner Sale
38035190,R,9/20/2013,190000,Master Commissioner Sale
38035220,R,8/22/2013,210000,Master Commissioner Sale
38035460,R,6/6/2013,169310,Master Commissioner Sale
38035730,R,10/30/2013,165000,Master Commissioner Sale
38036080,R,6/7/2012,195000,Master Commissioner Sale
38036470,R,8/29/2011,140000,Master Commissioner Sale
38037310,R,5/4/2012,0,Master Commissioner Sale
38037670,R,1/18/2012,100000,Master Commissioner Sale
38037870,R,12/3/2013,129000,Master Commissioner Sale
38039020,R,12/16/2011,60000,Master Commissioner Sale
38039310,R,1/13/2011,93335,Master Commissioner Sale
38039370,R,8/29/2013,80000,Master Commissioner Sale
38039380,R,10/4/2012,90000,Master Commissioner Sale
38039560,R,11/9/2011,75000,Master Commissioner Sale
38039990,R,10/24/2012,205181,Master Commissioner Sale
38041610,R,9/20/2013,77000,Master Commissioner Sale
38041910,R,10/4/2012,60000,Master Commissioner Sale
38042530,R,6/12/2013,101866,Master Commissioner Sale
38042670,R,10/16/2012,75000,Master Commissioner Sale
38042800,R,9/7/2011,85000,Master Commissioner Sale
38042870,R,5/13/2011,53334,Master Commissioner Sale
38043440,R,6/15/2012,95000,Master Commissioner Sale
38043510,R,10/4/2013,105000,Master Commissioner Sale
38044730,R,12/12/2012,170000,Master Commissioner Sale
38045910,R,7/27/2012,280000,Master Commissioner Sale
38046380,R,1/15/2014,125000,Master Commissioner Sale
38048340,R,4/25/2013,231160,Master Commissioner Sale
38049780,R,3/21/2012,130000,Master Commissioner Sale
38050550,R,1/10/2014,90500,Master Commissioner Sale
38051110,R,4/10/2013,105000,Master Commissioner Sale
38051170,R,7/18/2012,78667,Master Commissioner Sale
38052090,R,11/13/2013,107690,Master Commissioner Sale
38052520,R,12/26/2012,102500,Master Commissioner Sale
38052700,R,2/7/2012,153564,Master Commissioner Sale
38053100,R,9/12/2012,85000,Master Commissioner Sale
38053350,R,12/16/2013,118000,Master Commissioner Sale
38053440,R,1/29/2014,113100,Master Commissioner Sale
38054590,R,9/19/2011,184103,Master Commissioner Sale
38055030,R,4/2/2012,144290,Master Commissioner Sale
38055700,R,12/16/2011,333100,Master Commissioner Sale
38056490,R,3/5/2014,410000,Master Commissioner Sale
38057690,R,1/10/2013,220000,Master Commissioner Sale
38057840,R,6/6/2013,240000,Master Commissioner Sale
38058260,R,12/28/2012,190000,Master Commissioner Sale
38058310,R,6/22/2012,205000,Master Commissioner Sale
38059450,R,10/3/2012,103768,Master Commissioner Sale
38059840,R,9/5/2012,105000,Master Commissioner Sale
38059910,R,4/17/2012,106320,Master Commissioner Sale
38060680,R,10/4/2012,115000,Master Commissioner Sale
38061470,R,7/23/2012,71000,Master Commissioner Sale
38061530,R,3/5/2014,53334,Master Commissioner Sale
38062300,R,1/13/2011,243850,Master Commissioner Sale
38063030,R,10/30/2013,287821,Master Commissioner Sale
38063860,R,4/17/2012,78000,Master Commissioner Sale
38064210,R,2/20/2013,85000,Master Commissioner Sale
38064280,R,11/28/2011,72000,Master Commissioner Sale
38064350,R,4/2/2013,76667,Master Commissioner Sale
38064420,R,4/22/2014,73000,Master Commissioner Sale
38064580,R,11/12/2012,90000,Master Commissioner Sale
38065160,R,4/28/2011,97600,Master Commissioner Sale
38065230,R,8/30/2012,105000,Master Commissioner Sale
38065280,R,5/20/2014,95000,Master Commissioner Sale
38065290,R,12/21/2011,88000,Master Commissioner Sale
38065540,R,2/4/2011,80000,Master Commissioner Sale
38065960,R,3/11/2014,170000,Master Commissioner Sale
38066220,R,4/3/2013,52000,Master Commissioner Sale
38066310,R,6/2/2014,80000,Master Commissioner Sale
38066560,R,1/28/2013,135000,Master Commissioner Sale
38066990,R,5/30/2013,145000,Master Commissioner Sale
38068380,R,1/10/2012,120000,Master Commissioner Sale
38068580,R,1/15/2013,150000,Master Commissioner Sale
38069250,R,6/8/2011,117000,Master Commissioner Sale
38070350,R,1/10/2013,95000,Master Commissioner Sale
38070740,R,3/26/2013,105000,Master Commissioner Sale
38071010,R,5/29/2014,109000,Master Commissioner Sale
38071770,R,6/22/2012,72000,Master Commissioner Sale
38072900,R,2/4/2013,75000,Master Commissioner Sale
38073080,R,12/16/2012,135000,Master Commissioner Sale
38074620,R,1/27/2014,76667,Master Commissioner Sale
38076040,R,9/25/2012,60000,Master Commissioner Sale
38076130,R,2/22/2011,77000,Master Commissioner Sale
38076430,R,1/10/2012,137000,Master Commissioner Sale
38076560,R,11/12/2012,145000,Master Commissioner Sale
38076950,R,2/18/2013,127500,Master Commissioner Sale
38076980,R,11/14/2012,125000,Master Commissioner Sale
38077250,R,7/27/2011,126667,Master Commissioner Sale
38077580,R,2/7/2012,73000,Master Commissioner Sale
38078030,C,9/2/2012,85000,Master Commissioner Sale
38078380,R,4/16/2013,550000,Master Commissioner Sale
38078620,R,1/25/2013,165000,Master Commissioner Sale
38079000,R,6/28/2012,165000,Master Commissioner Sale
38079050,R,8/6/2013,180000,Master Commissioner Sale
38079760,R,8/15/2013,140000,Master Commissioner Sale
38079880,R,3/2/2011,106000,Master Commissioner Sale
38079890,R,6/8/2012,120000,Master Commissioner Sale
38080230,R,6/15/2011,80000,Master Commissioner Sale
38080320,R,10/1/2012,95000,Master Commissioner Sale
38081500,R,10/22/2012,75000,Master Commissioner Sale
38081590,R,7/29/2013,94232,Master Commissioner Sale
38081600,R,2/14/2013,91229,Master Commissioner Sale
38082150,R,2/16/2012,165000,Master Commissioner Sale
38082440,R,11/27/2012,145000,Master Commissioner Sale
38083260,R,4/5/2013,70000,Master Commissioner Sale
38085000,R,4/19/2012,92100,Master Commissioner Sale
38085120,F,5/30/2014,1133333,Master Commissioner Sale
38085130,F,5/30/2014,1133333,Master Commissioner Sale
38086670,R,11/13/2012,131374,Master Commissioner Sale
38087120,R,5/22/2012,65250,Master Commissioner Sale
38088090,R,8/6/2013,165000,Master Commissioner Sale
38088220,R,6/7/2011,185000,Master Commissioner Sale
38088350,R,2/6/2012,70000,Master Commissioner Sale
38088400,R,4/3/2013,70000,Master Commissioner Sale
38088490,R,6/18/2012,65000,Master Commissioner Sale
38089210,R,5/29/2014,265000,Master Commissioner Sale
38089220,R,3/29/2013,282528,Master Commissioner Sale
38090880,R,1/24/2013,120000,Master Commissioner Sale
38091050,R,2/22/2013,88668,Master Commissioner Sale
38091830,R,1/30/2014,145000,Master Commissioner Sale
38093060,R,11/26/2012,140000,Master Commissioner Sale
38094420,R,10/30/2012,110000,Master Commissioner Sale
38095010,R,3/29/2012,135000,Master Commissioner Sale
38097000,R,3/7/2012,116000,Master Commissioner Sale
38097230,R,8/20/2012,135000,Master Commissioner Sale
38097510,R,2/8/2013,110000,Master Commissioner Sale
38097690,R,3/29/2012,125000,Master Commissioner Sale
38097730,R,6/7/2012,105000,Master Commissioner Sale
38098080,C,5/22/2014,70000,Master Commissioner Sale
38098120,C,5/27/2014,70000,Master Commissioner Sale
38098160,R,1/28/2011,46000,Master Commissioner Sale
38098520,R,3/12/2012,130000,Master Commissioner Sale
38098590,R,10/30/2013,151900,Master Commissioner Sale
38098860,R,3/19/2014,135000,Master Commissioner Sale
38099820,R,2/18/2011,150000,Master Commissioner Sale
38099890,M,3/9/2011,1966667,Master Commissioner Sale
38100730,R,4/18/2012,140000,Master Commissioner Sale
38100950,R,7/29/2013,104000,Master Commissioner Sale
38101590,F,10/12/2011,905000,Master Commissioner Sale
38103090,R,2/4/2011,99750,Master Commissioner Sale
38104440,R,1/24/2013,137098,Master Commissioner Sale
38104770,R,5/17/2012,107000,Master Commissioner Sale
38104810,R,4/5/2012,90000,Master Commissioner Sale
38105040,R,5/18/2011,60000,Master Commissioner Sale
38107760,R,5/22/2014,125000,Master Commissioner Sale
38108020,R,6/20/2012,256700,Master Commissioner Sale
38108130,R,7/29/2013,283000,Master Commissioner Sale
38108140,R,3/13/2013,310000,Master Commissioner Sale
38108160,R,7/13/2012,330000,Master Commissioner Sale
38108350,R,10/11/2012,126000,Master Commissioner Sale
38108370,R,1/3/2013,160000,Master Commissioner Sale
