parid,class,saledate,price,saleval
20024480,R,5/31/2013,72879,Foreclosure Proceedings
20024580,R,4/16/2012,86600,Foreclosure Proceedings
20024590,R,3/1/2011,84000,Foreclosure Proceedings
20024740,R,8/3/2011,98706,Foreclosure Proceedings
20024990,R,7/29/2013,76500,Foreclosure Proceedings
20025180,R,5/3/2013,191300,Foreclosure Proceedings
20025230,R,2/27/2012,155000,Foreclosure Proceedings
20025500,R,6/21/2013,215900,Foreclosure Proceedings
20025650,R,5/2/2014,176000,Foreclosure Proceedings
20025690,R,3/21/2012,181250,Foreclosure Proceedings
20025720,R,2/19/2014,240000,Foreclosure Proceedings
20026130,R,8/21/2012,141000,Foreclosure Proceedings
20027400,R,11/28/2012,208500,Foreclosure Proceedings
20027580,R,12/23/2013,51000,Foreclosure Proceedings
20028120,R,11/1/2013,117108,Foreclosure Proceedings
20028410,R,8/16/2013,123000,Foreclosure Proceedings
20028670,R,6/28/2011,98500,Foreclosure Proceedings
20029160,R,8/15/2012,71000,Foreclosure Proceedings
20029220,R,10/26/2012,127500,Foreclosure Proceedings
20031290,R,9/12/2012,40000,Foreclosure Proceedings
20031340,R,9/10/2012,39750,Foreclosure Proceedings
20032080,R,6/13/2011,98200,Foreclosure Proceedings
20032110,R,12/3/2013,142000,Foreclosure Proceedings
20032140,R,4/2/2011,108000,Foreclosure Proceedings
20032290,R,5/14/2013,130000,Foreclosure Proceedings
20032520,R,3/31/2011,130500,Foreclosure Proceedings
20033300,R,11/14/2012,163000,Foreclosure Proceedings
20033830,R,12/20/2013,89100,Foreclosure Proceedings
20034400,R,5/9/2014,124900,Foreclosure Proceedings
20034490,R,11/12/2013,145000,Foreclosure Proceedings
20034670,R,4/10/2012,66000,Foreclosure Proceedings
20034990,R,2/15/2011,100000,Foreclosure Proceedings
20036590,R,7/26/2012,112000,Foreclosure Proceedings
20037540,R,6/20/2012,160000,Foreclosure Proceedings
20037740,R,12/13/2012,132500,Foreclosure Proceedings
20037900,R,5/24/2011,130000,Foreclosure Proceedings
20038490,R,7/1/2013,100000,Foreclosure Proceedings
20038520,R,4/15/2013,117000,Foreclosure Proceedings
20038540,R,4/5/2013,120000,Foreclosure Proceedings
20038900,R,6/20/2011,124000,Foreclosure Proceedings
20039210,R,3/25/2014,145250,Foreclosure Proceedings
20041920,R,4/18/2011,86500,Foreclosure Proceedings
20043480,R,7/6/2012,96500,Foreclosure Proceedings
20043870,R,6/2/2011,219250,Foreclosure Proceedings
20045410,R,6/27/2012,110777,Foreclosure Proceedings
20045520,R,4/24/2013,128000,Foreclosure Proceedings
20045890,C,1/25/2013,175000,Foreclosure Proceedings
20046240,R,4/24/2013,139000,Foreclosure Proceedings
20046850,R,4/11/2013,94000,Foreclosure Proceedings
20046950,R,4/18/2012,113000,Foreclosure Proceedings
20047270,R,8/29/2011,475000,Foreclosure Proceedings
20047710,R,2/27/2013,580000,Foreclosure Proceedings
20049270,R,2/2/2012,166000,Foreclosure Proceedings
20049680,R,1/14/2011,126000,Foreclosure Proceedings
20051620,R,9/13/2011,144500,Foreclosure Proceedings
20052410,F,5/3/2013,283650,Foreclosure Proceedings
20053280,R,10/23/2013,183000,Foreclosure Proceedings
20053580,R,11/18/2011,155000,Foreclosure Proceedings
20053670,R,2/21/2014,127000,Foreclosure Proceedings
20054840,R,8/5/2013,87000,Foreclosure Proceedings
20055100,R,4/24/2013,61000,Foreclosure Proceedings
20056920,R,2/23/2011,87000,Foreclosure Proceedings
20057350,R,2/4/2014,125500,Foreclosure Proceedings
20057600,R,8/13/2013,130000,Foreclosure Proceedings
20057930,R,4/22/2013,118000,Foreclosure Proceedings
20058380,R,7/19/2013,0,Foreclosure Proceedings
20060570,R,6/9/2011,93000,Foreclosure Proceedings
20060720,R,5/10/2011,119000,Foreclosure Proceedings
20060980,R,11/8/2013,84000,Foreclosure Proceedings
20062450,R,2/3/2011,129000,Foreclosure Proceedings
20063900,R,5/30/2014,81900,Foreclosure Proceedings
20064110,R,10/30/2012,88000,Foreclosure Proceedings
20064330,R,7/11/2011,141000,Foreclosure Proceedings
20064780,R,11/16/2012,64000,Foreclosure Proceedings
20065390,R,4/25/2014,182900,Foreclosure Proceedings
20065880,R,6/16/2011,276000,Foreclosure Proceedings
20066320,R,6/26/2013,115000,Foreclosure Proceedings
20067340,R,3/7/2012,138000,Foreclosure Proceedings
20070140,R,12/29/2011,450000,Foreclosure Proceedings
20071040,R,6/14/2012,155000,Foreclosure Proceedings
20071940,R,6/15/2012,216900,Foreclosure Proceedings
20072640,R,1/28/2013,79000,Foreclosure Proceedings
20073030,R,4/8/2011,235000,Foreclosure Proceedings
20075410,R,3/12/2012,109500,Foreclosure Proceedings
20075510,R,11/13/2013,149900,Foreclosure Proceedings
20075610,R,4/26/2013,89827,Foreclosure Proceedings
20075950,F,4/25/2011,340000,Foreclosure Proceedings
20076780,R,3/30/2012,125000,Foreclosure Proceedings
20076980,R,12/18/2012,139400,Foreclosure Proceedings
20077210,R,7/22/2011,137000,Foreclosure Proceedings
20077710,R,4/22/2014,104500,Foreclosure Proceedings
20079220,R,8/26/2011,65600,Foreclosure Proceedings
20081310,R,5/29/2014,180000,Foreclosure Proceedings
20081910,R,11/20/2012,132000,Foreclosure Proceedings
20081930,R,1/25/2013,55000,Foreclosure Proceedings
20081950,R,10/14/2011,89900,Foreclosure Proceedings
20083580,R,1/23/2012,115510,Foreclosure Proceedings
20083600,R,4/10/2012,113007,Foreclosure Proceedings
20083770,R,3/25/2011,139900,Foreclosure Proceedings
20084150,R,2/24/2011,159000,Foreclosure Proceedings
20086710,R,1/28/2011,210000,Foreclosure Proceedings
20089660,R,11/23/2011,114750,Foreclosure Proceedings
20089900,R,7/25/2013,159000,Foreclosure Proceedings
20090480,R,9/13/2013,186000,Foreclosure Proceedings
20090780,R,7/16/2012,162000,Foreclosure Proceedings
20090830,R,12/19/2013,302000,Foreclosure Proceedings
20092070,R,3/1/2013,151000,Foreclosure Proceedings
20092250,R,5/6/2014,156500,Foreclosure Proceedings
20095820,R,7/5/2013,75000,Foreclosure Proceedings
20096510,R,12/4/2012,253000,Foreclosure Proceedings
20098630,R,5/11/2012,147500,Foreclosure Proceedings
20100520,R,7/16/2013,87575,Foreclosure Proceedings
20100520,R,7/16/2013,87575,Foreclosure Proceedings
20100960,R,4/15/2011,109900,Foreclosure Proceedings
20101340,R,9/17/2012,128350,Foreclosure Proceedings
20103800,R,12/26/2013,62500,Foreclosure Proceedings
20103880,R,4/25/2013,65500,Foreclosure Proceedings
20106700,R,3/24/2014,315000,Foreclosure Proceedings
20108610,R,12/14/2012,565000,Foreclosure Proceedings
20109300,R,6/7/2013,66100,Foreclosure Proceedings
20110580,R,5/10/2011,101000,Foreclosure Proceedings
20111350,R,9/25/2012,123000,Foreclosure Proceedings
20112730,R,6/28/2013,169102,Foreclosure Proceedings
20114190,R,4/29/2014,98000,Foreclosure Proceedings
20118170,R,4/3/2014,162000,Foreclosure Proceedings
20118270,R,9/9/2011,177700,Foreclosure Proceedings
20120750,R,10/25/2011,72100,Foreclosure Proceedings
20122360,R,10/21/2011,124300,Foreclosure Proceedings
20122750,R,3/18/2011,145000,Foreclosure Proceedings
20122930,R,4/12/2013,134900,Foreclosure Proceedings
20123130,R,12/28/2011,122000,Foreclosure Proceedings
20123370,F,1/19/2011,525000,Foreclosure Proceedings
20127890,R,3/12/2012,237000,Foreclosure Proceedings
20128070,R,7/23/2013,193299,Foreclosure Proceedings
20128740,R,4/22/2013,178000,Foreclosure Proceedings
20129200,R,12/3/2013,113237,Foreclosure Proceedings
20129220,R,4/22/2014,122000,Foreclosure Proceedings
20131050,R,5/6/2013,135500,Foreclosure Proceedings
20131090,R,12/11/2013,117250,Foreclosure Proceedings
20131340,R,9/14/2012,119000,Foreclosure Proceedings
20133800,R,9/14/2012,44000,Foreclosure Proceedings
20134920,R,3/18/2011,109000,Foreclosure Proceedings
20136320,R,12/8/2011,150000,Foreclosure Proceedings
20141650,R,5/27/2011,170000,Foreclosure Proceedings
20141900,F,8/14/2012,675000,Foreclosure Proceedings
20179150,R,2/22/2012,43100,Foreclosure Proceedings
20276523,R,10/4/2012,56000,Foreclosure Proceedings
20276542,R,1/4/2011,95000,Foreclosure Proceedings
20276593,R,11/6/2012,63050,Foreclosure Proceedings
20276612,R,5/27/2014,47368,Foreclosure Proceedings
20276667,R,9/21/2012,55150,Foreclosure Proceedings
20276719,R,9/10/2013,57000,Foreclosure Proceedings
20276751,R,8/29/2013,69000,Foreclosure Proceedings
20276763,R,9/30/2013,75000,Foreclosure Proceedings
20276786,R,5/6/2014,70100,Foreclosure Proceedings
20276884,R,1/28/2013,116000,Foreclosure Proceedings
20276996,R,11/28/2012,45000,Foreclosure Proceedings
20276998,R,12/5/2012,44050,Foreclosure Proceedings
20277028,R,6/14/2013,55000,Foreclosure Proceedings
20277054,R,2/18/2014,71000,Foreclosure Proceedings
20277085,R,9/27/2011,98000,Foreclosure Proceedings
20277105,R,12/29/2011,65000,Foreclosure Proceedings
20279207,R,7/12/2013,55250,Foreclosure Proceedings
20279220,R,9/23/2013,50229,Foreclosure Proceedings
20279222,R,1/10/2013,42500,Foreclosure Proceedings
20279222,R,4/26/2013,98000,Foreclosure Proceedings
20279227,R,4/11/2011,56000,Foreclosure Proceedings
20279235,R,5/11/2012,35398,Foreclosure Proceedings
20279249,R,5/6/2013,53000,Foreclosure Proceedings
20279277,R,10/22/2013,49764,Foreclosure Proceedings
20279280,R,11/3/2011,59500,Foreclosure Proceedings
20279286,R,5/22/2012,90000,Foreclosure Proceedings
20428701,R,6/22/2011,78000,Foreclosure Proceedings
20428710,R,3/19/2013,101519,Foreclosure Proceedings
20428741,R,3/8/2013,85200,Foreclosure Proceedings
20428779,R,4/23/2012,109500,Foreclosure Proceedings
20443900,R,4/6/2012,115000,Foreclosure Proceedings
20463250,R,2/23/2011,40200,Foreclosure Proceedings
20488500,R,7/9/2013,87000,Foreclosure Proceedings
20499700,R,12/20/2013,84000,Foreclosure Proceedings
20603200,R,5/15/2013,122000,Foreclosure Proceedings
20637000,R,7/29/2011,23000,Foreclosure Proceedings
20649000,R,7/1/2011,150000,Foreclosure Proceedings
20654909,R,12/27/2011,94002,Foreclosure Proceedings
20679550,R,6/14/2011,89500,Foreclosure Proceedings
20773700,R,6/4/2013,218000,Foreclosure Proceedings
20825600,R,3/11/2013,94000,Foreclosure Proceedings
20828750,F,12/31/2012,169000,Foreclosure Proceedings
20860900,R,9/28/2012,35000,Foreclosure Proceedings
20887100,R,5/21/2013,94005,Foreclosure Proceedings
20903900,R,8/9/2012,41500,Foreclosure Proceedings
20909400,R,3/24/2014,42099,Foreclosure Proceedings
20935500,R,8/31/2011,82875,Foreclosure Proceedings
20965009,R,1/15/2013,57000,Foreclosure Proceedings
20965010,R,3/5/2014,60000,Foreclosure Proceedings
20965053,R,1/29/2013,47100,Foreclosure Proceedings
20965202,R,2/13/2013,71000,Foreclosure Proceedings
20965205,R,11/15/2013,63550,Foreclosure Proceedings
20968000,R,2/8/2011,67000,Foreclosure Proceedings
20970050,R,1/2/2014,115000,Foreclosure Proceedings
20993000,R,2/8/2013,70000,Foreclosure Proceedings
21008500,C,4/19/2012,701000,Foreclosure Proceedings
21058400,R,7/1/2011,71870,Foreclosure Proceedings
21059600,R,6/8/2011,199900,Foreclosure Proceedings
21064300,R,12/30/2011,87000,Foreclosure Proceedings
21143800,R,6/3/2014,97500,Foreclosure Proceedings
21151700,R,8/31/2012,29000,Foreclosure Proceedings
21161900,R,7/26/2013,107000,Foreclosure Proceedings
21188400,R,11/6/2012,34450,Foreclosure Proceedings
21228300,R,6/14/2013,144000,Foreclosure Proceedings
21243700,R,9/18/2012,74900,Foreclosure Proceedings
21323400,R,11/1/2012,62000,Foreclosure Proceedings
21334300,R,8/25/2011,115000,Foreclosure Proceedings
21361750,R,12/28/2012,185000,Foreclosure Proceedings
21402950,R,2/10/2014,45220,Foreclosure Proceedings
21521050,R,4/2/2013,131787,Foreclosure Proceedings
21524800,F,12/12/2011,700000,Foreclosure Proceedings
21534000,R,7/19/2013,88500,Foreclosure Proceedings
21546125,R,11/29/2011,42500,Foreclosure Proceedings
21608900,R,2/8/2011,90200,Foreclosure Proceedings
21611400,R,10/4/2012,119000,Foreclosure Proceedings
21616400,R,11/30/2012,147000,Foreclosure Proceedings
21631600,R,1/7/2013,37900,Foreclosure Proceedings
21722800,F,12/19/2013,1925000,Foreclosure Proceedings
21798800,F,7/31/2013,272500,Foreclosure Proceedings
22060400,R,11/25/2013,83500,Foreclosure Proceedings
22060500,R,2/27/2014,78475,Foreclosure Proceedings
22108400,R,8/16/2012,35000,Foreclosure Proceedings
22142800,R,6/10/2013,99000,Foreclosure Proceedings
22163650,R,6/30/2011,44000,Foreclosure Proceedings
22236500,C,5/17/2012,625000,Foreclosure Proceedings
22332000,R,6/30/2011,40900,Foreclosure Proceedings
22340750,R,10/10/2012,74000,Foreclosure Proceedings
22360300,R,5/20/2014,257925,Foreclosure Proceedings
22368700,R,3/11/2014,108500,Foreclosure Proceedings
22417350,R,6/28/2013,117500,Foreclosure Proceedings
22460725,R,4/18/2013,55000,Foreclosure Proceedings
22475150,R,6/19/2013,145000,Foreclosure Proceedings
22529700,R,10/10/2012,85000,Foreclosure Proceedings
22538600,R,10/1/2012,107022,Foreclosure Proceedings
22554651,R,5/19/2011,79500,Foreclosure Proceedings
22555200,R,12/11/2013,35750,Foreclosure Proceedings
22636900,R,11/7/2012,58000,Foreclosure Proceedings
22745100,R,8/15/2013,111000,Foreclosure Proceedings
22786518,R,3/11/2011,146500,Foreclosure Proceedings
22786626,R,9/6/2011,152000,Foreclosure Proceedings
22786714,R,10/28/2013,339000,Foreclosure Proceedings
22786725,R,7/11/2013,190150,Foreclosure Proceedings
22818300,R,3/24/2014,83650,Foreclosure Proceedings
22880800,R,5/6/2011,150000,Foreclosure Proceedings
22918501,R,11/18/2011,116434,Foreclosure Proceedings
22918656,R,7/19/2013,144600,Foreclosure Proceedings
22918707,R,3/11/2014,126800,Foreclosure Proceedings
22924200,R,2/16/2011,49801,Foreclosure Proceedings
22951200,R,7/15/2013,26123,Foreclosure Proceedings
23007150,R,11/16/2012,107000,Foreclosure Proceedings
23059900,R,4/25/2014,81405,Foreclosure Proceedings
23070000,R,2/16/2012,82000,Foreclosure Proceedings
23072750,R,9/13/2013,131250,Foreclosure Proceedings
23118100,R,9/21/2012,91000,Foreclosure Proceedings
23155300,R,5/29/2014,225000,Foreclosure Proceedings
23174000,R,11/7/2013,43000,Foreclosure Proceedings
23227350,R,3/7/2014,113000,Foreclosure Proceedings
23265450,R,1/11/2013,78000,Foreclosure Proceedings
23289000,R,4/8/2011,142000,Foreclosure Proceedings
23292800,R,7/31/2013,55000,Foreclosure Proceedings
23336200,R,6/4/2013,20500,Foreclosure Proceedings
23370600,R,2/5/2013,25500,Foreclosure Proceedings
23370700,R,6/26/2012,28000,Foreclosure Proceedings
23417400,R,2/16/2012,148100,Foreclosure Proceedings
23513100,R,7/3/2013,95000,Foreclosure Proceedings
23555950,R,2/23/2012,66100,Foreclosure Proceedings
23717900,R,9/11/2013,83000,Foreclosure Proceedings
23774000,R,6/8/2012,104320,Foreclosure Proceedings
23796300,R,3/29/2012,75000,Foreclosure Proceedings
23885311,M,3/4/2011,137500,Foreclosure Proceedings
23885312,M,3/17/2011,95751,Foreclosure Proceedings
23886300,R,2/4/2011,74000,Foreclosure Proceedings
23894250,R,1/29/2013,60845,Foreclosure Proceedings
23931375,R,6/3/2011,28000,Foreclosure Proceedings
23937150,R,7/23/2013,96000,Foreclosure Proceedings
23946114,R,10/24/2013,78000,Foreclosure Proceedings
23979300,R,8/28/2013,40000,Foreclosure Proceedings
23979600,F,3/15/2013,615000,Foreclosure Proceedings
23993600,R,6/25/2012,89000,Foreclosure Proceedings
23995910,R,7/7/2011,103990,Foreclosure Proceedings
23996710,R,12/13/2011,109600,Foreclosure Proceedings
23996803,R,11/16/2012,110426,Foreclosure Proceedings
23996865,R,6/20/2013,115000,Foreclosure Proceedings
23996957,R,9/13/2013,135000,Foreclosure Proceedings
24095100,R,2/11/2013,38000,Foreclosure Proceedings
24102000,R,2/4/2013,58500,Foreclosure Proceedings
24130950,R,1/10/2014,59864,Foreclosure Proceedings
24175140,R,2/3/2011,165000,Foreclosure Proceedings
24197550,R,6/13/2013,49000,Foreclosure Proceedings
24333100,R,3/21/2012,76000,Foreclosure Proceedings
24358600,R,5/8/2013,69780,Foreclosure Proceedings
24372800,R,8/17/2012,184000,Foreclosure Proceedings
24406600,F,5/22/2013,550299,Foreclosure Proceedings
24426300,R,10/15/2012,133000,Foreclosure Proceedings
24474190,R,4/5/2011,47011,Foreclosure Proceedings
24538700,R,1/5/2012,32500,Foreclosure Proceedings
24548400,R,6/28/2012,50901,Foreclosure Proceedings
24559650,R,3/13/2011,140000,Foreclosure Proceedings
24682350,R,4/23/2013,81500,Foreclosure Proceedings
24726700,R,7/16/2013,100000,Foreclosure Proceedings
24734800,R,7/12/2013,69000,Foreclosure Proceedings
24776900,R,5/16/2014,176500,Foreclosure Proceedings
24785400,R,1/26/2012,76500,Foreclosure Proceedings
24810400,F,1/30/2012,290000,Foreclosure Proceedings
24816413,R,11/6/2012,115500,Foreclosure Proceedings
24816548,R,10/21/2013,156400,Foreclosure Proceedings
24816549,R,3/19/2013,107000,Foreclosure Proceedings
24816550,R,7/19/2012,117610,Foreclosure Proceedings
24816565,R,11/15/2013,113000,Foreclosure Proceedings
24816616,R,1/18/2011,92000,Foreclosure Proceedings
24816636,R,3/31/2011,82000,Foreclosure Proceedings
24846975,R,10/23/2013,29375,Foreclosure Proceedings
24890800,R,7/12/2013,125000,Foreclosure Proceedings
24932226,R,10/7/2011,118000,Foreclosure Proceedings
24932750,R,5/31/2013,88000,Foreclosure Proceedings
24940600,R,6/24/2013,42000,Foreclosure Proceedings
24976800,R,2/20/2013,36500,Foreclosure Proceedings
24991100,R,7/30/2013,134000,Foreclosure Proceedings
25104500,R,3/23/2012,345000,Foreclosure Proceedings
25137600,R,7/1/2013,23101,Foreclosure Proceedings
25158300,R,2/5/2013,44000,Foreclosure Proceedings
25214797,R,3/26/2013,50066,Foreclosure Proceedings
25249400,R,7/25/2013,128400,Foreclosure Proceedings
25266800,R,5/29/2014,79000,Foreclosure Proceedings
25323000,R,4/23/2014,142000,Foreclosure Proceedings
25349400,R,11/1/2012,43000,Foreclosure Proceedings
25352666,R,10/30/2012,89900,Foreclosure Proceedings
25357800,R,12/18/2013,45000,Foreclosure Proceedings
25370350,R,6/21/2011,82000,Foreclosure Proceedings
25412800,R,11/13/2013,130000,Foreclosure Proceedings
25459200,R,2/9/2012,55000,Foreclosure Proceedings
25460700,R,2/11/2011,64900,Foreclosure Proceedings
25473001,R,11/8/2012,96500,Foreclosure Proceedings
25532900,R,12/6/2013,129251,Foreclosure Proceedings
25546600,R,5/24/2012,49750,Foreclosure Proceedings
25548900,R,10/1/2013,183000,Foreclosure Proceedings
25549400,R,3/26/2013,97700,Foreclosure Proceedings
25554200,R,4/8/2013,31500,Foreclosure Proceedings
25610900,R,12/19/2012,114500,Foreclosure Proceedings
25645150,R,3/7/2012,40000,Foreclosure Proceedings
25770605,R,10/25/2013,77000,Foreclosure Proceedings
25770624,R,4/20/2012,52000,Foreclosure Proceedings
25770628,R,11/22/2013,54951,Foreclosure Proceedings
25770644,R,4/25/2013,52000,Foreclosure Proceedings
25770673,R,1/3/2012,52699,Foreclosure Proceedings
25770674,R,4/6/2011,81500,Foreclosure Proceedings
25813900,R,4/4/2012,150000,Foreclosure Proceedings
25834200,R,2/14/2012,51699,Foreclosure Proceedings
25855750,R,4/3/2013,46180,Foreclosure Proceedings
25921450,R,7/10/2012,80000,Foreclosure Proceedings
25921489,R,4/29/2013,95000,Foreclosure Proceedings
25921545,R,5/9/2013,90000,Foreclosure Proceedings
25921553,R,4/4/2014,106002,Foreclosure Proceedings
25921800,R,7/19/2012,55000,Foreclosure Proceedings
25933300,R,3/25/2013,82000,Foreclosure Proceedings
26003000,R,11/23/2011,122000,Foreclosure Proceedings
26015850,R,5/20/2013,141500,Foreclosure Proceedings
26026000,R,12/20/2011,44000,Foreclosure Proceedings
26042300,R,1/10/2013,107000,Foreclosure Proceedings
26078054,R,2/8/2011,109900,Foreclosure Proceedings
26078094,R,2/10/2011,50000,Foreclosure Proceedings
26094100,R,12/30/2011,69900,Foreclosure Proceedings
26127100,R,2/4/2013,32500,Foreclosure Proceedings
26128166,R,7/23/2013,110000,Foreclosure Proceedings
26144985,R,9/10/2013,67820,Foreclosure Proceedings
26166543,R,5/12/2011,138000,Foreclosure Proceedings
26166692,R,3/29/2013,72500,Foreclosure Proceedings
26172550,R,1/2/2014,95000,Foreclosure Proceedings
26222600,R,2/9/2012,88000,Foreclosure Proceedings
26285000,R,3/11/2014,93210,Foreclosure Proceedings
26293700,R,7/25/2011,77020,Foreclosure Proceedings
26293950,R,4/27/2012,87500,Foreclosure Proceedings
26402600,R,3/8/2013,168700,Foreclosure Proceedings
26513100,R,2/16/2011,105000,Foreclosure Proceedings
26535600,R,9/24/2012,32000,Foreclosure Proceedings
26589200,R,6/14/2011,52500,Foreclosure Proceedings
26625300,R,3/9/2012,164500,Foreclosure Proceedings
26629175,R,6/21/2012,56000,Foreclosure Proceedings
26630200,R,2/4/2013,10111,Foreclosure Proceedings
26677600,R,9/19/2013,112500,Foreclosure Proceedings
26727809,R,3/29/2013,158795,Foreclosure Proceedings
26738273,R,6/5/2014,105000,Foreclosure Proceedings
26764500,R,12/28/2012,54024,Foreclosure Proceedings
26805609,R,6/27/2012,165199,Foreclosure Proceedings
26805614,R,12/31/2012,147000,Foreclosure Proceedings
26834700,R,5/31/2012,130000,Foreclosure Proceedings
26852100,R,5/30/2012,76652,Foreclosure Proceedings
27000100,R,6/4/2013,38100,Foreclosure Proceedings
27031000,R,8/17/2011,203000,Foreclosure Proceedings
27046900,R,10/25/2012,134700,Foreclosure Proceedings
27072800,R,7/3/2013,40000,Foreclosure Proceedings
27083400,R,6/15/2012,32100,Foreclosure Proceedings
27085400,R,8/5/2013,115000,Foreclosure Proceedings
27113400,R,11/6/2013,74000,Foreclosure Proceedings
27147300,R,9/7/2012,66000,Foreclosure Proceedings
27168610,R,6/5/2014,60000,Foreclosure Proceedings
27168612,R,1/15/2014,64570,Foreclosure Proceedings
27169009,R,5/12/2011,57000,Foreclosure Proceedings
27217298,R,4/14/2014,56000,Foreclosure Proceedings
27232700,R,5/30/2012,15000,Foreclosure Proceedings
27240228,R,1/16/2012,205000,Foreclosure Proceedings
27269500,R,7/6/2011,71000,Foreclosure Proceedings
27274650,R,4/20/2011,94000,Foreclosure Proceedings
27281167,R,3/14/2013,78500,Foreclosure Proceedings
30975450,R,10/11/2013,140000,Foreclosure Proceedings
31573175,R,1/30/2014,72475,Foreclosure Proceedings
32434515,R,3/13/2012,48500,Foreclosure Proceedings
34485150,R,11/29/2012,145000,Foreclosure Proceedings
34765100,R,6/17/2013,174900,Foreclosure Proceedings
35952650,R,5/20/2014,50000,Foreclosure Proceedings
38000100,R,6/27/2013,50000,Foreclosure Proceedings
38000160,R,4/20/2011,48950,Foreclosure Proceedings
38000260,R,5/27/2014,93304,Foreclosure Proceedings
38000270,R,5/27/2014,93304,Foreclosure Proceedings
38000820,M,12/31/2013,195100,Foreclosure Proceedings
38002430,R,12/30/2011,152500,Foreclosure Proceedings
38002440,R,3/6/2012,144250,Foreclosure Proceedings
38002800,R,2/14/2012,104900,Foreclosure Proceedings
38002920,R,3/8/2013,115500,Foreclosure Proceedings
38004680,R,6/4/2013,125044,Foreclosure Proceedings
38005090,R,11/25/2013,110000,Foreclosure Proceedings
38005380,R,9/30/2011,138450,Foreclosure Proceedings
38006430,R,5/6/2011,205000,Foreclosure Proceedings
38006650,R,3/5/2014,192000,Foreclosure Proceedings
38006870,R,7/24/2012,108700,Foreclosure Proceedings
38006950,R,3/16/2012,158000,Foreclosure Proceedings
38009000,R,4/12/2012,212000,Foreclosure Proceedings
38009780,R,2/7/2013,88900,Foreclosure Proceedings
38010080,R,12/2/2011,112500,Foreclosure Proceedings
38010970,R,5/31/2014,162000,Foreclosure Proceedings
38011470,R,9/27/2011,96000,Foreclosure Proceedings
38011560,R,5/18/2012,98100,Foreclosure Proceedings
38012230,R,2/10/2012,178000,Foreclosure Proceedings
38013090,R,3/4/2011,215000,Foreclosure Proceedings
38013330,R,7/13/2012,74100,Foreclosure Proceedings
38013400,R,7/17/2012,65397,Foreclosure Proceedings
38014140,R,12/20/2013,226000,Foreclosure Proceedings
38014270,R,1/11/2013,262000,Foreclosure Proceedings
38015490,R,4/30/2013,230001,Foreclosure Proceedings
38015510,R,4/17/2014,254900,Foreclosure Proceedings
38016510,R,3/25/2011,205000,Foreclosure Proceedings
38017760,R,9/30/2013,60000,Foreclosure Proceedings
38018000,R,4/7/2014,84944,Foreclosure Proceedings
38018550,R,3/2/2012,72506,Foreclosure Proceedings
38018570,R,3/2/2012,72506,Foreclosure Proceedings
38019270,R,5/23/2012,147000,Foreclosure Proceedings
38019280,R,12/2/2011,194000,Foreclosure Proceedings
38019600,M,3/25/2014,182500,Foreclosure Proceedings
38019890,F,4/17/2013,550000,Foreclosure Proceedings
38020670,R,8/30/2013,93000,Foreclosure Proceedings
38021030,R,9/14/2012,86512,Foreclosure Proceedings
38021520,R,2/8/2011,201900,Foreclosure Proceedings
38021550,R,3/18/2011,207000,Foreclosure Proceedings
38023770,R,1/9/2013,96500,Foreclosure Proceedings
38023920,R,6/14/2013,108100,Foreclosure Proceedings
38023980,R,6/24/2011,97900,Foreclosure Proceedings
38024130,R,3/22/2013,146000,Foreclosure Proceedings
38024210,R,10/17/2013,65000,Foreclosure Proceedings
38024520,R,11/15/2012,70000,Foreclosure Proceedings
38024960,R,8/27/2013,350000,Foreclosure Proceedings
38025360,R,2/14/2014,120000,Foreclosure Proceedings
38025680,R,5/28/2014,100000,Foreclosure Proceedings
38025880,R,6/12/2012,105000,Foreclosure Proceedings
38027280,R,3/29/2011,101000,Foreclosure Proceedings
38027760,R,7/11/2011,158000,Foreclosure Proceedings
38027850,R,3/4/2011,124000,Foreclosure Proceedings
38028700,R,10/25/2012,95000,Foreclosure Proceedings
38028770,R,9/15/2011,105000,Foreclosure Proceedings
38029160,R,3/28/2013,95299,Foreclosure Proceedings
38029370,R,3/21/2011,186000,Foreclosure Proceedings
38030120,R,2/4/2011,158000,Foreclosure Proceedings
38030510,R,7/31/2013,132000,Foreclosure Proceedings
38031150,R,11/20/2012,75000,Foreclosure Proceedings
38031670,R,6/12/2012,92000,Foreclosure Proceedings
38031750,R,6/12/2012,80000,Foreclosure Proceedings
38031800,R,6/10/2011,128000,Foreclosure Proceedings
38031810,R,11/18/2013,115000,Foreclosure Proceedings
38031930,R,10/31/2012,92000,Foreclosure Proceedings
38031940,R,10/12/2012,96500,Foreclosure Proceedings
38032100,R,3/29/2012,92000,Foreclosure Proceedings
38032230,R,5/15/2013,85100,Foreclosure Proceedings
38032260,R,11/19/2013,98500,Foreclosure Proceedings
38032300,R,12/12/2013,112950,Foreclosure Proceedings
38032840,R,5/4/2011,85000,Foreclosure Proceedings
38033020,R,6/14/2012,62000,Foreclosure Proceedings
38033110,R,4/18/2014,60113,Foreclosure Proceedings
38033450,R,6/22/2012,107500,Foreclosure Proceedings
38033620,R,8/4/2011,110250,Foreclosure Proceedings
38033720,R,6/14/2012,143500,Foreclosure Proceedings
38034250,R,1/24/2014,197000,Foreclosure Proceedings
38034450,R,3/31/2011,187603,Foreclosure Proceedings
38034620,R,3/15/2013,244169,Foreclosure Proceedings
38035220,R,4/29/2014,215000,Foreclosure Proceedings
